Date,PAYX
2014-03-31,29.973224639892578
2014-04-01,29.902873992919922
2014-04-02,30.120986938476562
2014-04-03,30.113943099975586
2014-04-04,29.178171157836914
2014-04-07,29.086706161499023
2014-04-08,29.05855369567871
2014-04-09,29.016345977783203
2014-04-10,28.587148666381836
2014-04-11,28.08759117126465
2014-04-14,28.35495948791504
2014-04-15,28.62232208251953
2014-04-16,28.763036727905273
2014-04-17,28.7982234954834
2014-04-21,28.734914779663086
2014-04-22,28.840431213378906
2014-04-23,28.763036727905273
2014-04-24,28.79119110107422
2014-04-25,28.41828155517578
2014-04-28,28.62232208251953
2014-04-29,28.770078659057617
2014-04-30,29.417388916015625
2014-05-01,29.13595199584961
2014-05-02,29.128908157348633
2014-05-05,29.192245483398438
2014-05-06,28.706758499145508
2014-05-07,28.460508346557617
2014-05-08,28.936017990112305
2014-05-09,29.021190643310547
2014-05-12,29.319290161132812
2014-05-13,29.34767723083496
2014-05-14,29.014095306396484
2014-05-15,28.687618255615234
2014-05-16,28.99279022216797
2014-05-19,29.141841888427734
2014-05-20,28.95022964477539
2014-05-21,28.75858497619629
2014-05-22,28.68052101135254
2014-05-23,28.971515655517578
2014-05-27,29.184425354003906
2014-05-28,29.14893913269043
2014-05-29,29.411550521850586
2014-05-30,29.17733383178711
2014-06-02,29.014095306396484
2014-06-03,28.708911895751953
2014-06-04,28.978605270385742
2014-06-05,29.17733383178711
2014-06-06,29.241201400756836
2014-06-09,29.34767723083496
2014-06-10,29.1915225982666
2014-06-11,29.07796287536621
2014-06-12,28.971515655517578
2014-06-13,29.170242309570312
2014-06-16,29.13475227355957
2014-06-17,29.248308181762695
2014-06-18,29.3902645111084
2014-06-19,29.255407333374023
2014-06-20,29.553499221801758
2014-06-23,29.510908126831055
2014-06-24,29.418655395507812
2014-06-25,29.376052856445312
2014-06-26,29.283784866333008
2014-06-27,29.248308181762695
2014-06-30,29.496713638305664
2014-07-01,29.90127182006836
2014-07-02,29.205726623535156
2014-07-03,29.4896183013916
2014-07-07,29.40445327758789
2014-07-08,29.709636688232422
2014-07-09,29.59608268737793
2014-07-10,29.75223159790039
2014-07-11,29.75223159790039
2014-07-14,29.922555923461914
2014-07-15,30.05030632019043
2014-07-16,29.936750411987305
2014-07-17,29.5393009185791
2014-07-18,29.887073516845703
2014-07-21,29.823196411132812
2014-07-22,29.943857192993164
2014-07-23,29.851591110229492
2014-07-24,30.206459045410156
2014-07-25,30.078697204589844
2014-07-28,29.972238540649414
2014-07-29,29.71673011779785
