Date,AOS
2015-07-30,30.458595275878906
2015-07-31,30.5266170501709
2015-08-03,30.445852279663086
2015-08-04,30.479860305786133
2015-08-05,30.645620346069336
2015-08-06,30.19933319091797
2015-08-07,30.16957664489746
2015-08-10,30.675369262695312
2015-08-11,29.753028869628906
2015-08-12,29.28124237060547
2015-08-13,29.57452392578125
2015-08-14,29.876298904418945
2015-08-17,30.19933319091797
2015-08-18,30.216331481933594
2015-08-19,29.680776596069336
2015-08-20,28.783935546875
2015-08-21,27.7723331451416
2015-08-24,25.893644332885742
2015-08-25,25.706623077392578
2015-08-26,26.8754940032959
2015-08-27,27.1602725982666
2015-08-28,27.474803924560547
2015-08-31,27.4195499420166
2015-09-01,26.709726333618164
2015-09-02,27.215530395507812
2015-09-03,27.980607986450195
2015-09-04,27.661819458007812
2015-09-08,28.545917510986328
2015-09-09,28.669178009033203
2015-09-10,29.043210983276367
2015-09-11,29.285480499267578
2015-09-14,29.230228424072266
2015-09-15,29.642528533935547
2015-09-16,29.795534133911133
2015-09-17,29.7742862701416
2015-09-18,29.259986877441406
2015-09-21,29.332250595092773
2015-09-22,28.711673736572266
2015-09-23,28.970949172973633
2015-09-24,28.601165771484375
2015-09-25,28.868942260742188
2015-09-28,28.286638259887695
2015-09-29,27.156015396118164
2015-09-30,27.708580017089844
2015-10-01,27.810590744018555
2015-10-02,27.9593505859375
2015-10-05,28.919944763183594
2015-10-06,28.567167282104492
2015-10-07,29.030467987060547
2015-10-08,30.4288387298584
2015-10-09,30.07181739807129
2015-10-12,29.935810089111328
2015-10-13,29.251493453979492
2015-10-14,29.085708618164062
2015-10-15,29.515012741088867
2015-10-16,29.67653465270996
2015-10-19,30.122835159301758
2015-10-20,30.088817596435547
2015-10-21,29.187728881835938
2015-10-22,30.926166534423828
2015-10-23,31.385202407836914
2015-10-26,31.359697341918945
2015-10-27,31.368206024169922
2015-10-28,32.56564712524414
2015-10-29,32.54861068725586
2015-10-30,32.736114501953125
2015-11-02,33.059974670410156
2015-11-03,32.736114501953125
2015-11-04,32.817073822021484
2015-11-05,33.09407424926758
2015-11-06,33.34123229980469
2015-11-09,32.91508483886719
2015-11-10,32.80854034423828
2015-11-11,33.18782424926758
2015-11-12,32.540096282958984
