Date,NRG
2019-09-05,31.411043167114258
2019-09-06,31.527999877929688
2019-09-09,31.611530303955078
2019-09-10,31.73685646057129
2019-09-11,32.254791259765625
2019-09-12,31.987468719482422
2019-09-13,32.162899017333984
2019-09-16,32.605655670166016
2019-09-17,32.605655670166016
2019-09-18,32.53883743286133
2019-09-19,32.41351318359375
2019-09-20,32.63908386230469
2019-09-23,32.81450653076172
2019-09-24,32.856285095214844
2019-09-25,33.21549987792969
2019-09-26,32.99829864501953
2019-09-27,32.948184967041016
2019-09-30,33.081844329833984
2019-10-01,32.69755935668945
2019-10-02,31.920635223388672
2019-10-03,32.29656219482422
2019-10-04,32.71426773071289
2019-10-07,32.513771057128906
2019-10-08,32.580604553222656
2019-10-09,32.380104064941406
2019-10-10,32.41351318359375
2019-10-11,32.73096466064453
2019-10-14,32.680850982666016
2019-10-15,32.89805603027344
2019-10-16,33.0150032043457
2019-10-17,33.207149505615234
2019-10-18,33.541316986083984
2019-10-21,33.708396911621094
2019-10-22,34.04255676269531
2019-10-23,33.93395233154297
2019-10-24,34.117733001708984
2019-10-25,34.092674255371094
2019-10-28,33.73345947265625
2019-10-29,33.84206008911133
2019-10-30,34.04255676269531
2019-10-31,33.54093551635742
2019-11-01,34.01747512817383
2019-11-04,34.1177864074707
2019-11-05,33.11457824707031
2019-11-06,33.08950424194336
2019-11-07,33.47406005859375
2019-11-08,32.13644027709961
2019-11-11,32.22003936767578
2019-11-12,32.38724136352539
2019-11-13,32.42904281616211
2019-11-14,32.947364807128906
2019-11-15,33.2734260559082
2019-11-18,33.2734260559082
2019-11-19,32.93065643310547
2019-11-20,33.1396484375
2019-11-21,32.771812438964844
2019-11-22,32.9139404296875
2019-11-25,32.763450622558594
2019-11-26,32.537723541259766
2019-11-27,32.66312789916992
2019-11-29,33.21489715576172
2019-12-02,33.32358169555664
2019-12-03,33.78337860107422
2019-12-04,33.03932571411133
2019-12-05,32.25347137451172
2019-12-06,32.161521911621094
2019-12-09,32.23675537109375
2019-12-10,32.086273193359375
2019-12-11,32.537723541259766
2019-12-12,32.8804931640625
2019-12-13,32.9139404296875
2019-12-16,33.54093551635742
2019-12-17,33.09785461425781
2019-12-18,33.239967346191406
2019-12-19,33.69978713989258
2019-12-20,33.958953857421875
2019-12-23,33.507503509521484
2019-12-24,33.34865951538086
2019-12-26,32.7968864440918
2019-12-27,32.7968864440918
2019-12-30,32.7968864440918
2019-12-31,33.23160934448242
2020-01-02,32.43739318847656
2020-01-03,31.935792922973633
2020-01-06,31.25025749206543
2020-01-07,30.823890686035156
2020-01-08,30.81553077697754
2020-01-09,31.049617767333984
2020-01-10,31.191743850708008
2020-01-13,30.86569595336914
2020-01-14,31.350587844848633
2020-01-15,31.877273559570312
2020-01-16,32.28691864013672
2020-01-17,32.22003936767578
2020-01-21,32.20331573486328
2020-01-22,32.33708572387695
2020-01-23,32.49592208862305
2020-01-24,31.73515510559082
2020-01-27,30.782087326049805
2020-01-28,30.940933227539062
2020-01-29,31.06633186340332
2020-01-30,31.06633186340332
2020-01-31,31.09162139892578
2020-02-03,31.63945770263672
2020-02-04,31.403461456298828
2020-02-05,32.02715301513672
2020-02-06,31.883882522583008
2020-02-07,31.926015853881836
2020-02-10,32.271568298339844
2020-02-11,32.73512649536133
2020-02-12,33.07224655151367
2020-02-13,33.34195327758789
2020-02-14,33.763362884521484
2020-02-18,33.670658111572266
2020-02-19,33.20710372924805
2020-02-20,32.90367889404297
2020-02-21,33.18182373046875
2020-02-24,32.145145416259766
2020-02-25,30.45107650756836
2020-02-26,29.54082489013672
2020-02-27,29.077280044555664
2020-02-28,27.99004364013672
2020-03-02,28.799150466918945
2020-03-03,28.065895080566406
2020-03-04,29.877958297729492
2020-03-05,28.950857162475586
2020-03-06,28.92556381225586
2020-03-09,25.394163131713867
2020-03-10,27.265216827392578
2020-03-11,25.284591674804688
2020-03-12,22.419002532958984
2020-03-13,24.315351486206055
2020-03-16,20.977787017822266
2020-03-17,19.865257263183594
2020-03-18,18.533601760864258
2020-03-19,20.18553352355957
2020-03-20,19.64613151550293
2020-03-23,18.676891326904297
2020-03-24,21.71103858947754
2020-03-25,22.157733917236328
2020-03-26,23.801231384277344
2020-03-27,24.905323028564453
2020-03-30,23.978219985961914
2020-03-31,22.975269317626953
2020-04-01,22.62128257751465
2020-04-02,23.421960830688477
2020-04-03,22.090303421020508
2020-04-06,22.95840835571289
2020-04-07,23.059547424316406
2020-04-08,24.821041107177734
2020-04-09,25.925138473510742
2020-04-13,25.267736434936523
2020-04-14,25.63014793395996
2020-04-15,24.863183975219727
2020-04-16,25.023317337036133
2020-04-17,26.439254760742188
2020-04-20,26.152700424194336
2020-04-21,25.545867919921875
2020-04-22,26.203266143798828
2020-04-23,26.321256637573242
