Date,HST
2011-08-18,6.862963676452637
2011-08-19,6.552944183349609
2011-08-22,6.443527698516846
2011-08-23,6.631967544555664
2011-08-24,6.686678409576416
2011-08-25,6.455681800842285
2011-08-26,6.455681800842285
2011-08-29,6.875118255615234
2011-08-30,7.045328140258789
2011-08-31,7.191218376159668
2011-09-01,7.112192630767822
2011-09-02,6.729228973388672
2011-09-06,6.522550582885742
2011-09-07,6.917672634124756
2011-09-08,6.680599689483643
2011-09-09,6.498234272003174
2011-09-12,6.5347113609313965
2011-09-13,6.7049150466918945
2011-09-14,6.960222244262695
2011-09-15,7.179061412811279
2011-09-16,7.367503643035889
2011-09-19,7.0817999839782715
2011-09-20,6.996698379516602
2011-09-21,6.583338737487793
2011-09-22,6.376660346984863
2011-09-23,6.413131237030029
2011-09-26,6.802175998687744
2011-09-27,6.960222244262695
2011-09-28,6.704019546508789
2011-09-29,6.862618923187256
2011-09-30,6.673520088195801
2011-10-03,6.203810214996338
2011-10-04,6.49051570892334
2011-10-05,6.43561315536499
2011-10-06,6.643017768859863
2011-10-07,6.569818496704102
2011-10-10,7.0090250968933105
2011-10-11,6.929721832275391
2011-10-12,7.222528457641602
2011-10-13,7.222528457641602
2011-10-14,7.545834064483643
2011-10-17,7.314030647277832
2011-10-18,7.869138717651367
2011-10-19,7.6922383308410645
2011-10-20,7.75933837890625
2011-10-21,8.204644203186035
2011-10-24,8.430349349975586
2011-10-25,8.143649101257324
2011-10-26,8.375447273254395
2011-10-27,8.91225814819336
2011-10-28,8.900059700012207
2011-10-31,8.704854965209961
2011-11-01,8.332749366760254
2011-11-02,8.717052459716797
2011-11-03,8.918359756469727
2011-11-04,8.869555473327637
2011-11-07,8.765852928161621
2011-11-08,8.851255416870117
2011-11-09,8.168045043945312
2011-11-10,8.155843734741211
2011-11-11,8.601152420043945
2011-11-14,8.503551483154297
2011-11-15,8.674355506896973
2011-11-16,8.52795124053955
2011-11-17,8.259549140930176
2011-11-18,8.412050247192383
2011-11-21,8.18024730682373
2011-11-22,8.015542984008789
2011-11-23,7.7044358253479
2011-11-25,7.814240455627441
2011-11-28,8.052141189575195
2011-11-29,8.052141189575195
2011-11-30,8.631653785705566
2011-12-01,8.643854141235352
2011-12-02,8.729257583618164
2011-12-05,8.900059700012207
2011-12-06,8.808555603027344
2011-12-07,8.8451566696167
2011-12-08,8.564553260803223
2011-12-09,8.729257583618164
2011-12-12,8.595050811767578
2011-12-13,8.466951370239258
2011-12-14,8.363251686096191
2011-12-15,8.4181489944458
2011-12-16,8.466951370239258
2011-12-19,8.314445495605469
2011-12-20,8.698756217956543
2011-12-21,8.72315502166748
2011-12-22,8.87565803527832
2011-12-23,8.8573579788208
2011-12-27,8.948859214782715
2011-12-28,8.863163948059082
2011-12-29,9.028430938720703
2011-12-30,9.040675163269043
2012-01-03,9.101883888244629
2012-01-04,9.003948211669922
2012-01-05,9.138609886169434
2012-01-06,9.175333976745605
2012-01-09,9.261027336120605
2012-01-10,9.487505912780762
2012-01-11,9.609926223754883
2012-01-12,9.579319953918457
2012-01-13,9.524231910705566
2012-01-17,9.542593002319336
2012-01-18,9.707860946655273
2012-01-19,9.707860946655273
2012-01-20,9.934333801269531
2012-01-23,9.958819389343262
2012-01-24,10.075113296508789
2012-01-25,10.173052787780762
2012-01-26,10.032269477844238
2012-01-27,10.11184310913086
2012-01-30,9.99554443359375
2012-01-31,10.05063533782959
2012-02-01,10.12408447265625
2012-02-02,9.964940071105957
2012-02-03,10.350563049316406
2012-02-06,10.558674812316895
2012-02-07,10.47910213470459
2012-02-08,10.472979545593262
2012-02-09,10.344441413879395
2012-02-10,10.209781646728516
2012-02-13,10.411772727966309
2012-02-14,9.99554443359375
2012-02-15,9.903730392456055
2012-02-16,10.007786750793457
2012-02-17,10.03839111328125
2012-02-21,9.75070571899414
2012-02-22,9.646652221679688
2012-02-23,9.873124122619629
2012-02-24,9.78131103515625
2012-02-27,9.811918258666992
2012-02-28,9.713979721069336
2012-02-29,9.658891677856445
2012-03-01,9.585441589355469
2012-03-02,9.499747276306152
2012-03-05,9.505867958068848
2012-03-06,9.218180656433105
2012-03-07,9.352843284606934
2012-03-08,9.389572143554688
2012-03-09,9.518106460571289
2012-03-12,9.444655418395996
2012-03-13,9.915970802307129
2012-03-14,9.720101356506348
2012-03-15,9.732342720031738
2012-03-16,9.787432670593262
2012-03-19,10.099603652954102
2012-03-20,10.068995475769043
2012-03-21,9.99554443359375
2012-03-22,9.85476016998291
2012-03-23,9.915970802307129
2012-03-26,10.203659057617188
2012-03-27,10.12408447265625
2012-03-28,9.93364429473877
2012-03-29,9.841496467590332
2012-03-30,10.087227821350098
2012-04-02,10.1609468460083
2012-04-03,10.253094673156738
2012-04-04,9.982793807983398
2012-04-05,9.95207405090332
2012-04-09,9.767775535583496
2012-04-10,9.565046310424805
2012-04-11,9.835351943969727
2012-04-12,10.074939727783203
2012-04-13,10.0196533203125
2012-04-16,10.062649726867676
2012-04-17,10.130228996276855
2012-04-18,10.001221656799316
2012-04-19,10.197803497314453
2012-04-20,10.30838394165039
2012-04-23,10.056510925292969
2012-04-24,10.30838394165039
2012-04-25,10.203948974609375
2012-04-26,10.228521347045898
2012-04-27,10.314526557922363
2012-04-30,10.22237777709961
2012-05-01,10.480393409729004
2012-05-02,10.351385116577148
2012-05-03,10.136375427246094
2012-05-04,9.995077133178711
2012-05-07,9.95207405090332
2012-05-08,9.87835693359375
2012-05-09,9.810779571533203
2012-05-10,9.866069793701172
2012-05-11,9.909070014953613
2012-05-14,9.626483917236328
2012-05-15,9.55276107788086
2012-05-16,9.39918327331543
2012-05-17,8.901579856872559
2012-05-18,8.668133735656738
2012-05-21,9.14116382598877
2012-05-22,9.25174331665039
2012-05-23,9.294745445251465
2012-05-24,9.270173072814941
2012-05-25,9.307034492492676
2012-05-29,9.54047679901123
2012-05-30,9.313176155090332
2012-05-31,9.37460994720459
2012-06-01,8.864720344543457
2012-06-04,8.790998458862305
2012-06-05,9.04901123046875
2012-06-06,9.448328018188477
2012-06-07,9.350034713745117
2012-06-08,9.423754692077637
2012-06-11,9.239456176757812
2012-06-12,9.460614204406738
2012-06-13,9.196455001831055
2012-06-14,9.368465423583984
2012-06-15,9.571191787719727
2012-06-18,9.669486045837402
2012-06-19,9.767775535583496
2012-06-20,9.730916976928711
2012-06-21,9.497472763061523
2012-06-22,9.472900390625
2012-06-25,9.202597618103027
2012-06-26,9.282459259033203
2012-06-27,9.3441801071167
2012-06-28,9.393552780151367
2012-06-29,9.763864517211914
2012-07-02,9.819408416748047
2012-07-03,9.986052513122559
2012-07-05,9.967536926269531
2012-07-06,9.874956130981445
2012-07-09,9.77620792388916
2012-07-10,9.547850608825684
2012-07-11,9.566367149353027
2012-07-12,9.263944625854492
2012-07-13,9.399727821350098
2012-07-16,9.492300987243652
2012-07-17,9.566367149353027
2012-07-18,9.4984769821167
2012-07-19,9.381210327148438
2012-07-20,9.282459259033203
2012-07-23,9.029414176940918
2012-07-24,8.757851600646973
2012-07-25,8.677618026733398
2012-07-26,8.893633842468262
2012-07-27,9.10964584350586
2012-07-30,9.023241996765137
2012-07-31,9.060274124145508
2012-08-01,9.035585403442383
2012-08-02,8.96152400970459
2012-08-03,9.282459259033203
2012-08-06,9.375036239624023
2012-08-07,9.375036239624023
2012-08-08,9.3441801071167
2012-08-09,9.387382507324219
2012-08-10,9.430582046508789
2012-08-13,9.42441177368164
2012-08-14,9.368864059448242
2012-08-15,9.4984769821167
2012-08-16,9.646598815917969
2012-08-17,9.603395462036133
2012-08-20,9.57253646850586
2012-08-21,9.516988754272461
2012-08-22,9.47995662689209
2012-08-23,9.399727821350098
2012-08-24,9.473786354064941
2012-08-27,9.393552780151367
2012-08-28,9.442928314208984
2012-08-29,9.412068367004395
2012-08-30,9.3441801071167
2012-08-31,9.442928314208984
2012-09-04,9.418241500854492
2012-09-05,9.356521606445312
2012-09-06,9.77620792388916
2012-09-07,10.060112953186035
2012-09-10,10.165035247802734
2012-09-11,10.183550834655762
2012-09-12,10.23292350769043
2012-09-13,10.485969543457031
2012-09-14,10.646440505981445
2012-09-17,10.621749877929688
2012-09-18,10.590889930725098
2012-09-19,10.473624229431152
2012-09-20,10.23292350769043
2012-09-21,10.2699556350708
2012-09-24,10.245266914367676
2012-09-25,9.961363792419434
2012-09-26,9.948959350585938
2012-09-27,9.998581886291504
2012-09-28,9.955158233642578
2012-10-01,9.775285720825195
2012-10-02,9.688447952270508
2012-10-03,9.719459533691406
