Date,MTCH
2013-06-04,12.890371322631836
2013-06-05,12.85566234588623
2013-06-06,13.058575630187988
2013-06-07,13.333578109741211
2013-06-10,13.397656440734863
2013-06-11,13.29085922241211
2013-06-12,13.101295471191406
2013-06-13,13.269498825073242
2013-06-14,13.138672828674316
2013-06-17,13.18673324584961
2013-06-18,13.269498825073242
2013-06-19,13.082606315612793
2013-06-20,12.634058952331543
2013-06-21,12.634058952331543
2013-06-24,12.487213134765625
2013-06-25,12.537941932678223
2013-06-26,12.623379707336426
2013-06-27,12.708816528320312
2013-06-28,12.703476905822754
2013-07-01,12.692797660827637
2013-07-02,12.583331108093262
2013-07-03,12.473864555358887
2013-07-05,12.706146240234375
2013-07-08,12.92241096496582
2013-07-09,13.058575630187988
2013-07-10,13.314888000488281
2013-07-11,13.547172546386719
2013-07-12,13.62459945678711
2013-07-15,13.7020263671875
2013-07-16,13.573871612548828
2013-07-17,13.891592025756836
2013-07-18,14.0357666015625
2013-07-19,13.936979293823242
2013-07-22,13.867561340332031
2013-07-23,13.872902870178223
2013-07-24,13.752756118774414
2013-07-25,13.72872543334961
2013-07-26,13.85688304901123
2013-07-29,13.824844360351562
2013-07-30,14.051786422729492
2013-07-31,13.512463569641113
2013-08-01,13.322897911071777
2013-08-02,13.274840354919434
2013-08-05,13.496442794799805
2013-08-06,13.411005973815918
2013-08-07,13.314888000488281
2013-08-08,13.429695129394531
2013-08-09,13.456393241882324
2013-08-12,13.392315864562988
2013-08-13,13.397656440734863
2013-08-14,13.328238487243652
2013-08-15,13.41634464263916
2013-08-16,13.34692668914795
2013-08-19,13.389646530151367
2013-08-20,13.573871612548828
2013-08-21,13.277508735656738
2013-08-22,13.362947463989258
2013-08-23,13.50979232788086
2013-08-26,13.427024841308594
2013-08-27,13.14935302734375
2013-08-28,13.253479957580566
2013-08-29,13.221440315246582
2013-08-30,13.106635093688965
2013-09-03,13.272170066833496
2013-09-04,13.555180549621582
2013-09-05,13.81683349609375
2013-09-06,13.859552383422852
2013-09-09,13.97969913482666
2013-09-10,14.078484535217285
2013-09-11,14.193291664123535
2013-09-12,14.19062328338623
2013-09-13,14.17994213104248
2013-09-16,14.257369995117188
2013-09-17,14.316107749938965
2013-09-18,14.225330352783203
2013-09-19,14.32144832611084
2013-09-20,14.257369995117188
2013-09-23,14.278729438781738
2013-09-24,14.393537521362305
2013-09-25,14.457613945007324
2013-09-26,14.601789474487305
2013-09-27,14.556400299072266
2013-09-30,14.596449851989746
2013-10-01,14.641838073730469
2013-10-02,14.858101844787598
2013-10-03,14.625819206237793
2013-10-04,14.753976821899414
2013-10-07,14.703246116638184
2013-10-08,14.222661018371582
2013-10-09,14.187952041625977
2013-10-10,14.660528182983398
2013-10-11,14.852762222290039
2013-10-14,14.695236206054688
2013-10-15,14.556400299072266
2013-10-16,14.657857894897461
2013-10-17,14.607129096984863
2013-10-18,14.5056734085083
2013-10-21,14.705916404724121
2013-10-22,14.844752311706543
2013-10-23,14.890141487121582
2013-10-24,15.111745834350586
2013-10-25,15.028975486755371
2013-10-28,15.223882675170898
2013-10-29,15.458833694458008
2013-10-30,14.147904396057129
2013-10-31,14.25469970703125
2013-11-01,14.564409255981445
2013-11-04,14.866110801696777
2013-11-05,14.791353225708008
2013-11-06,14.729945182800293
2013-11-07,14.697907447814941
2013-11-08,14.681888580322266
2013-11-11,15.19985294342041
2013-11-12,15.477522850036621
2013-11-13,15.333346366882324
2013-11-14,15.549610137939453
2013-11-15,15.402765274047852
2013-11-18,15.028975486755371
2013-11-19,14.919510841369629
2013-11-20,14.86344051361084
2013-11-21,15.01829719543457
2013-11-22,15.095725059509277
2013-11-25,14.884801864624023
2013-11-26,14.91150188446045
2013-11-27,15.012957572937012
2013-11-29,15.27460765838623
2013-12-02,15.250581741333008
2013-12-03,15.2345609664917
2013-12-04,15.15980339050293
2013-12-05,14.967568397521973
2013-12-06,15.020966529846191
2013-12-09,15.38941478729248
2013-12-10,15.835291862487793
2013-12-11,15.72048568725586
2013-12-12,15.603008270263672
2013-12-13,15.979467391967773
2013-12-16,16.107624053955078
2013-12-17,15.765872955322266
2013-12-18,16.04354476928711
2013-12-19,18.286279678344727
2013-12-20,17.928510665893555
2013-12-23,18.358366012573242
2013-12-24,18.083364486694336
2013-12-26,18.021957397460938
2013-12-27,18.110065460205078
2013-12-30,18.278268814086914
2013-12-31,18.328998565673828
2014-01-02,18.136764526367188
2014-01-03,18.267589569091797
2014-01-06,18.478513717651367
2014-01-07,18.873659133911133
2014-01-08,18.777542114257812
2014-01-09,18.587982177734375
2014-01-10,18.550601959228516
2014-01-13,18.411766052246094
2014-01-14,19.228759765625
2014-01-15,19.137983322143555
2014-01-16,19.530460357666016
2014-01-17,19.17803192138672
2014-01-21,19.40497398376465
2014-01-22,19.51978302001953
2014-01-23,19.314199447631836
2014-01-24,18.836284637451172
2014-01-27,18.812252044677734
2014-01-28,19.17803192138672
2014-01-29,18.593318939208984
2014-01-30,18.846960067749023
2014-01-31,18.700115203857422
2014-02-03,18.070016860961914
2014-02-04,18.382396697998047
2014-02-05,17.365156173706055
2014-02-06,17.466611862182617
2014-02-07,17.880449295043945
2014-02-10,17.909822463989258
2014-02-11,17.672195434570312
2014-02-12,17.461273193359375
2014-02-13,17.776325225830078
2014-02-14,18.254240036010742
2014-02-18,18.636037826538086
2014-02-19,18.985797882080078
2014-02-20,19.949636459350586
2014-02-21,19.8535213470459
2014-02-24,19.800125122070312
2014-02-25,19.962987899780273
2014-02-26,20.21129035949707
2014-02-27,20.470272064208984
2014-02-28,20.699886322021484
2014-03-03,20.713233947753906
2014-03-04,20.918819427490234
2014-03-05,21.321975708007812
2014-03-06,20.665176391601562
2014-03-07,20.558382034301758
2014-03-10,20.419544219970703
2014-03-11,20.205951690673828
2014-03-12,20.3554630279541
2014-03-13,19.54380989074707
2014-03-14,19.877548217773438
2014-03-17,19.88555908203125
2014-03-18,20.294057846069336
2014-03-19,19.936290740966797
2014-03-20,19.567842483520508
2014-03-21,19.426334381103516
2014-03-24,19.1860408782959
2014-03-25,19.03919792175293
2014-03-26,19.218080520629883
2014-03-27,19.292837142944336
2014-03-28,19.103275299072266
2014-03-31,19.06055450439453
2014-04-01,19.380945205688477
2014-04-02,19.330217361450195
2014-04-03,19.11395263671875
2014-04-04,18.686767578125
2014-04-07,18.697446823120117
2014-04-08,18.515892028808594
2014-04-09,18.84429168701172
2014-04-10,18.254240036010742
2014-04-11,18.374387741088867
2014-04-14,17.92317008972168
2014-04-15,18.078025817871094
2014-04-16,18.32365608215332
2014-04-17,18.334339141845703
2014-04-21,18.459823608398438
2014-04-22,18.545259475708008
2014-04-23,18.56928825378418
2014-04-24,18.43045425415039
2014-04-25,17.546710968017578
2014-04-28,17.16224479675293
2014-04-29,17.819040298461914
2014-04-30,17.696226119995117
2014-05-01,17.37850570678711
2014-05-02,17.37049674987793
2014-05-05,17.466611862182617
2014-05-06,16.903261184692383
2014-05-07,16.548160552978516
2014-05-08,16.913938522338867
2014-05-09,17.004716873168945
