Date,LEN
2013-06-06,33.193267822265625
2013-06-07,33.23633575439453
2013-06-10,32.125587463378906
2013-06-11,31.531471252441406
2013-06-12,31.61756134033203
2013-06-13,33.348262786865234
2013-06-14,33.60657501220703
2013-06-17,33.856292724609375
2013-06-18,33.856292724609375
2013-06-19,32.59053039550781
2013-06-20,30.08490753173828
2013-06-21,30.35182762145996
2013-06-24,30.127962112426758
2013-06-25,30.33460235595703
2013-06-26,31.006229400634766
2013-06-27,32.18585968017578
2013-06-28,31.03207015991211
2013-07-01,30.54126739501953
2013-07-02,30.127962112426758
2013-07-03,30.437944412231445
2013-07-05,29.215248107910156
2013-07-08,28.49111557006836
2013-07-09,30.18075180053711
2013-07-10,29.792831420898438
2013-07-11,32.275569915771484
2013-07-12,31.939363479614258
2013-07-15,30.646272659301758
2013-07-16,30.5859375
2013-07-17,30.73246955871582
2013-07-18,30.318687438964844
2013-07-19,30.629030227661133
2013-07-22,29.999736785888672
2013-07-23,30.404905319213867
2013-07-24,29.24111557006836
2013-07-25,28.766977310180664
2013-07-26,28.930770874023438
2013-07-29,28.723876953125
2013-07-30,28.551469802856445
2013-07-31,29.19800567626953
2013-08-01,29.31008529663086
2013-08-02,29.922147750854492
2013-08-05,29.31008529663086
2013-08-06,28.70663833618164
2013-08-07,27.801469802856445
2013-08-08,27.879056930541992
2013-08-09,28.38767433166504
2013-08-12,28.473878860473633
2013-08-13,27.72389030456543
2013-08-14,27.292858123779297
2013-08-15,28.689390182495117
2013-08-16,29.206634521484375
2013-08-19,27.922164916992188
2013-08-20,28.80145835876465
2013-08-21,28.45664405822754
2013-08-22,28.930770874023438
2013-08-23,28.103195190429688
2013-08-26,28.27561378479004
2013-08-27,27.818710327148438
2013-08-28,27.25836753845215
2013-08-29,28.120437622070312
2013-08-30,27.422170639038086
2013-09-03,27.232513427734375
2013-09-04,27.430782318115234
2013-09-05,27.18077850341797
2013-09-06,27.801469802856445
2013-09-09,29.301462173461914
2013-09-10,28.86180305480957
2013-09-11,29.83594512939453
2013-09-12,30.08592414855957
2013-09-13,29.723876953125
2013-09-16,29.973867416381836
2013-09-17,30.206623077392578
2013-09-18,32.18074035644531
2013-09-19,31.266948699951172
2013-09-20,30.301448822021484
2013-09-23,29.775588989257812
2013-09-24,31.04282569885254
2013-09-25,31.370407104492188
2013-09-26,31.456613540649414
2013-09-27,30.91350746154785
2013-09-30,30.516971588134766
2013-10-01,30.792827606201172
2013-10-02,31.12040901184082
2013-10-03,30.792827606201172
2013-10-04,29.9049015045166
2013-10-07,29.91352081298828
2013-10-08,29.07732391357422
2013-10-09,28.775606155395508
2013-10-10,29.137666702270508
2013-10-11,30.0169677734375
2013-10-14,29.577320098876953
2013-10-15,28.741121292114258
2013-10-16,29.224456787109375
2013-10-17,30.51910400390625
2013-10-18,30.242910385131836
2013-10-21,29.958091735839844
2013-10-22,31.218202590942383
2013-10-23,31.54618263244629
2013-10-24,32.115821838378906
2013-10-25,31.92595100402832
2013-10-28,31.787843704223633
2013-10-29,32.26255416870117
2013-10-30,31.623855590820312
2013-10-31,30.683086395263672
2013-11-01,30.191123962402344
2013-11-04,30.32059097290039
2013-11-05,29.61284828186035
2013-11-06,29.79409408569336
2013-11-07,29.552427291870117
2013-11-08,28.300933837890625
2013-11-11,28.119691848754883
2013-11-12,28.40450668334961
2013-11-13,28.767011642456055
2013-11-14,29.53516960144043
2013-11-15,29.49201011657715
2013-11-18,29.79409408569336
2013-11-19,29.526531219482422
2013-11-20,29.81998634338379
2013-11-21,30.139341354370117
2013-11-22,29.81998634338379
2013-11-25,29.61284828186035
2013-11-26,31.114646911621094
2013-11-27,31.028322219848633
2013-11-29,30.86432647705078
2013-12-02,30.36374282836914
2013-12-03,30.475942611694336
2013-12-04,29.79409408569336
2013-12-05,29.53516960144043
2013-12-06,29.811357498168945
2013-12-09,30.415517807006836
2013-12-10,30.855709075927734
2013-12-11,30.23427391052246
2013-12-12,30.113445281982422
2013-12-13,30.208385467529297
2013-12-16,30.208385467529297
2013-12-17,30.381006240844727
2013-12-18,32.30570602416992
2013-12-19,31.969104766845703
2013-12-20,32.26255416870117
2013-12-23,33.44499588012695
2013-12-24,33.6348762512207
2013-12-26,33.88517761230469
2013-12-27,34.135475158691406
2013-12-30,34.30810546875
2013-12-31,34.14410400390625
2014-01-02,34.02327346801758
2014-01-03,33.53129959106445
2014-01-06,32.96165466308594
2014-01-07,33.1083869934082
2014-01-08,33.32416915893555
2014-01-09,33.16017150878906
2014-01-10,33.824764251708984
2014-01-13,32.95302963256836
2014-01-14,32.996192932128906
2014-01-15,32.86671829223633
2014-01-16,33.16878890991211
2014-01-17,32.34886932373047
2014-01-21,32.16762161254883
2014-01-22,32.6336784362793
2014-01-23,32.97029495239258
2014-01-24,31.960472106933594
2014-01-27,31.85689926147461
2014-01-28,33.282562255859375
2014-01-29,33.69729232788086
2014-01-30,33.56767654418945
2014-01-31,34.6995735168457
2014-02-03,33.88737869262695
2014-02-04,34.43172073364258
2014-02-05,34.19843292236328
2014-02-06,36.03883743286133
2014-02-07,36.09065628051758
2014-02-10,35.3303108215332
2014-02-11,35.07110595703125
2014-02-12,34.67364501953125
2014-02-13,35.42534255981445
2014-02-14,35.840084075927734
2014-02-18,35.546321868896484
2014-02-19,35.37351608276367
2014-02-20,35.67593002319336
2014-02-21,36.15978240966797
2014-02-24,36.13386154174805
2014-02-25,36.5140380859375
2014-02-26,37.82737350463867
2014-02-27,38.30257797241211
2014-02-28,37.91376876831055
2014-03-03,37.87921142578125
2014-03-04,37.77553939819336
2014-03-05,37.283016204833984
2014-03-06,37.06702423095703
2014-03-07,36.34123611450195
2014-03-10,35.45992660522461
2014-03-11,35.546321868896484
2014-03-12,35.82279586791992
2014-03-13,34.86373519897461
2014-03-14,34.57860565185547
2014-03-17,34.613182067871094
2014-03-18,35.07973098754883
2014-03-19,35.719139099121094
2014-03-20,34.83781814575195
2014-03-21,34.189788818359375
2014-03-24,33.85280990600586
2014-03-25,33.80096435546875
2014-03-26,33.41215133666992
2014-03-27,33.68864822387695
2014-03-28,34.19843292236328
2014-03-31,34.23299789428711
2014-04-01,34.90694046020508
2014-04-02,34.976043701171875
2014-04-03,35.02790069580078
2014-04-04,34.976043701171875
2014-04-07,33.8614616394043
2014-04-08,34.20707321166992
2014-04-09,34.23299789428711
2014-04-10,33.85280990600586
2014-04-11,33.463993072509766
2014-04-14,33.65409851074219
2014-04-15,33.51585006713867
2014-04-16,33.49855041503906
2014-04-17,33.023338317871094
2014-04-21,32.89360809326172
2014-04-22,33.23956298828125
2014-04-23,33.031986236572266
2014-04-24,34.173709869384766
2014-04-25,33.39527130126953
2014-04-28,33.611507415771484
2014-04-29,33.5077018737793
2014-04-30,33.37797164916992
2014-05-01,34.052616119384766
2014-05-02,34.49375534057617
2014-05-05,33.914222717285156
2014-05-06,33.38661575317383
2014-05-07,33.352020263671875
2014-05-08,33.20498275756836
2014-05-09,33.2136344909668
2014-05-12,33.9315185546875
2014-05-13,34.4072380065918
2014-05-14,33.37797164916992
2014-05-15,33.291465759277344
2014-05-16,33.32606887817383
2014-05-19,33.161739349365234
2014-05-20,32.88496398925781
2014-05-21,33.10984802246094
2014-05-22,33.72394561767578
2014-05-23,35.064598083496094
2014-05-27,35.00406265258789
2014-05-28,34.91756057739258
2014-05-29,35.35002517700195
2014-05-30,35.3759765625
2014-06-02,35.32408905029297
2014-06-03,35.29814147949219
2014-06-04,35.081886291503906
2014-06-05,35.45383071899414
2014-06-06,36.050621032714844
2014-06-09,36.18902587890625
2014-06-10,36.0419921875
2014-06-11,35.41057205200195
2014-06-12,35.03864669799805
2014-06-13,34.75322723388672
2014-06-16,35.27216720581055
2014-06-17,35.72195816040039
2014-06-18,35.82575988769531
2014-06-19,35.60086441040039
2014-06-20,35.18569564819336
2014-06-23,35.029991149902344
2014-06-24,35.5057258605957
2014-06-25,35.912235260009766
2014-06-26,35.7392463684082
2014-06-27,35.9727897644043
2014-06-30,36.31010818481445
2014-07-01,36.803131103515625
2014-07-02,36.26686477661133
2014-07-03,36.26686477661133
2014-07-07,35.53166198730469
2014-07-08,35.37582015991211
2014-07-09,35.471065521240234
2014-07-10,35.19401931762695
2014-07-11,34.86500930786133
2014-07-14,34.674530029296875
2014-07-15,34.536006927490234
2014-07-16,35.228641510009766
2014-07-17,34.04252243041992
2014-07-18,34.13775634765625
2014-07-21,34.059837341308594
2014-07-22,34.51005172729492
2014-07-23,35.07279586791992
2014-07-24,33.99924087524414
2014-07-25,33.27197265625
2014-07-28,32.588008880615234
