Date,AEE
2014-06-03,27.489221572875977
2014-06-04,27.398311614990234
2014-06-05,27.699007034301758
2014-06-06,27.531187057495117
2014-06-09,27.5523681640625
2014-06-10,27.199140548706055
2014-06-11,26.916545867919922
2014-06-12,27.036653518676758
2014-06-13,27.128490447998047
2014-06-16,27.41814613342285
2014-06-17,27.319236755371094
2014-06-18,28.004512786865234
2014-06-19,28.315359115600586
2014-06-20,28.089279174804688
2014-06-23,27.990381240844727
2014-06-24,28.103416442871094
2014-06-25,28.315359115600586
2014-06-26,28.59088706970215
2014-06-27,28.689790725708008
2014-06-30,28.880538940429688
2014-07-01,28.80282211303711
2014-07-02,28.152873992919922
2014-07-03,27.750181198120117
2014-07-07,27.990381240844727
2014-07-08,28.124622344970703
2014-07-09,28.082225799560547
2014-07-10,28.40013885498047
2014-07-11,28.181135177612305
2014-07-14,27.78550910949707
2014-07-15,27.891481399536133
2014-07-16,28.05396842956543
2014-07-17,27.983320236206055
2014-07-18,28.28710174560547
2014-07-21,28.34361457824707
2014-07-22,28.40720558166504
2014-07-23,28.315359115600586
2014-07-24,28.34361457824707
2014-07-25,28.096363067626953
2014-07-28,28.59795570373535
2014-07-29,28.244707107543945
2014-07-30,27.5523681640625
2014-07-31,27.1638126373291
2014-08-01,27.283918380737305
2014-08-04,27.093168258666992
2014-08-05,26.429079055786133
2014-08-06,26.125293731689453
2014-08-07,26.40082359313965
2014-08-08,26.937734603881836
2014-08-11,26.874160766601562
2014-08-12,26.98719596862793
2014-08-13,27.079042434692383
2014-08-14,27.29098129272461
2014-08-15,27.199140548706055
2014-08-18,27.50291633605957
2014-08-19,27.88441276550293
2014-08-20,27.86321449279785
2014-08-21,27.926799774169922
2014-08-22,27.91267967224121
2014-08-25,28.068096160888672
2014-08-26,27.524124145507812
2014-08-27,27.7219295501709
2014-08-28,28.04690170288086
2014-08-29,28.25178337097168
2014-09-02,27.792577743530273
2014-09-03,28.11048126220703
2014-09-04,28.068096160888672
2014-09-05,28.45665168762207
2014-09-08,28.199777603149414
2014-09-09,27.70742416381836
2014-09-10,27.69315528869629
2014-09-11,27.900074005126953
2014-09-12,27.28642463684082
2014-09-15,27.4219970703125
2014-09-16,27.62179183959961
2014-09-17,27.614662170410156
2014-09-18,27.293563842773438
2014-09-19,27.571847915649414
2014-09-22,27.364913940429688
2014-09-23,27.25788116455078
2014-09-24,27.243608474731445
2014-09-25,27.093769073486328
2014-09-26,27.10089874267578
2014-09-29,27.28642463684082
2014-09-30,27.350645065307617
2014-10-01,27.457677841186523
2014-10-02,27.443401336669922
2014-10-03,27.750234603881836
2014-10-06,27.935754776000977
2014-10-07,28.03565788269043
2014-10-08,28.642181396484375
2014-10-09,27.857269287109375
2014-10-10,28.235445022583008
2014-10-13,28.563688278198242
2014-10-14,29.0560359954834
2014-10-15,28.613643646240234
2014-10-16,28.24260139465332
2014-10-17,28.30681800842285
2014-10-20,28.870512008666992
2014-10-21,28.884796142578125
2014-10-22,29.04178237915039
2014-10-23,29.26297378540039
2014-10-24,29.42709732055664
2014-10-27,29.419965744018555
2014-10-28,29.733924865722656
2014-10-29,29.548398971557617
2014-10-30,30.38326072692871
2014-10-31,30.212003707885742
2014-11-03,30.71150016784668
2014-11-04,30.254825592041016
2014-11-05,30.96837043762207
2014-11-06,30.26909828186035
2014-11-07,30.904150009155273
2014-11-10,30.91127586364746
2014-11-11,30.904150009155273
2014-11-12,30.48316192626953
2014-11-13,30.247682571411133
2014-11-14,30.119245529174805
2014-11-17,30.72576904296875
2014-11-18,30.918426513671875
2014-11-19,30.71150016784668
2014-11-20,30.44035530090332
2014-11-21,30.561655044555664
2014-11-24,30.311904907226562
2014-11-25,30.247682571411133
2014-11-26,30.38326072692871
2014-11-28,30.761449813842773
2014-12-01,30.82566261291504
2014-12-02,31.061138153076172
2014-12-03,31.289478302001953
2014-12-04,31.096818923950195
2014-12-05,30.889883041381836
2014-12-08,31.64628791809082
2014-12-09,31.60306167602539
2014-12-10,31.026758193969727
2014-12-11,31.235673904418945
2014-12-12,30.918701171875
2014-12-15,30.58732032775879
2014-12-16,30.73860740661621
2014-12-17,31.739933013916016
2014-12-18,32.42429733276367
2014-12-19,32.50353240966797
2014-12-22,32.71244430541992
2014-12-23,32.87092208862305
2014-12-24,33.74258804321289
2014-12-26,34.218040466308594
2014-12-29,34.52058410644531
2014-12-30,33.96590805053711
2014-12-31,33.23112487792969
2015-01-02,33.1302604675293
2015-01-05,32.798885345458984
2015-01-06,32.41709518432617
2015-01-07,32.66923141479492
2015-01-08,32.784488677978516
2015-01-09,32.41709518432617
2015-01-12,32.28742218017578
2015-01-13,32.5683708190918
2015-01-14,32.87092208862305
2015-01-15,33.17349624633789
2015-01-16,33.526485443115234
2015-01-20,33.32477569580078
2015-01-21,33.468841552734375
2015-01-22,33.35358428955078
2015-01-23,33.37519454956055
2015-01-26,33.288753509521484
2015-01-27,33.288753509521484
2015-01-28,32.84932327270508
2015-01-29,33.504859924316406
2015-01-30,32.61878967285156
2015-02-02,32.71244430541992
2015-02-03,32.726844787597656
2015-02-04,32.11452865600586
2015-02-05,32.5107307434082
2015-02-06,30.897085189819336
2015-02-09,30.40003204345703
2015-02-10,31.221263885498047
2015-02-11,30.60173797607422
2015-02-12,30.731403350830078
2015-02-13,29.92458152770996
2015-02-17,30.01822280883789
2015-02-18,30.81064796447754
2015-02-19,30.623334884643555
2015-02-20,30.954723358154297
2015-02-23,31.062768936157227
2015-02-24,30.969125747680664
2015-02-25,31.06998634338379
2015-02-26,30.63774871826172
2015-02-27,30.55130386352539
2015-03-02,30.392818450927734
2015-03-03,30.392818450927734
2015-03-04,30.083059310913086
2015-03-05,30.3712100982666
2015-03-06,29.499549865722656
2015-03-09,29.921598434448242
2015-03-10,30.176280975341797
2015-03-11,29.637813568115234
2015-03-12,30.394580841064453
2015-03-13,29.928869247436523
2015-03-16,30.474632263183594
2015-03-17,30.438241958618164
2015-03-18,31.15135955810547
2015-03-19,30.736581802368164
2015-03-20,31.042200088500977
2015-03-23,30.86029052734375
2015-03-24,30.329090118408203
2015-03-25,30.16900634765625
2015-03-26,29.797893524169922
2015-03-27,30.11805534362793
2015-03-30,30.620153427124023
2015-03-31,30.70748519897461
2015-04-01,30.831167221069336
2015-04-02,30.77297019958496
2015-04-06,30.88211441040039
2015-04-07,30.416410446166992
2015-04-08,30.35820960998535
2015-04-09,30.307268142700195
2015-04-10,30.649259567260742
2015-04-13,30.249053955078125
2015-04-14,30.409141540527344
2015-04-15,30.380027770996094
2015-04-16,30.067129135131836
2015-04-17,29.928869247436523
2015-04-20,30.307268142700195
2015-04-21,30.2344913482666
2015-04-22,30.329090118408203
2015-04-23,30.496444702148438
2015-04-24,30.7947940826416
2015-04-27,30.503725051879883
2015-04-28,30.780242919921875
2015-04-29,30.445520401000977
2015-04-30,29.790618896484375
2015-05-01,29.97980499267578
2015-05-04,30.26360321044922
2015-05-05,29.535940170288086
2015-05-06,29.37584686279297
2015-05-07,29.397674560546875
2015-05-08,29.390405654907227
2015-05-11,29.32491111755371
2015-05-12,29.295804977416992
2015-05-13,28.98291015625
2015-05-14,29.295804977416992
2015-05-15,29.49954605102539
2015-05-18,29.6742000579834
2015-05-19,29.645084381103516
2015-05-20,29.77605438232422
2015-05-21,29.594148635864258
2015-05-22,29.579601287841797
2015-05-26,29.339466094970703
2015-05-27,29.390405654907227
2015-05-28,29.426788330078125
2015-05-29,29.273971557617188
2015-06-01,29.266695022583008
2015-06-02,28.83010482788086
2015-06-03,28.604522705078125
2015-06-04,28.44444465637207
2015-06-05,27.92051887512207
