Date,CTRA
2018-11-08,18.87726402282715
2018-11-09,19.16158676147461
2018-11-12,18.99698257446289
2018-11-13,19.820011138916016
2018-11-14,19.333675384521484
2018-11-15,19.18403434753418
2018-11-16,19.25885581970215
2018-11-19,19.303741455078125
2018-11-20,18.922157287597656
2018-11-21,19.288776397705078
2018-11-23,19.146623611450195
2018-11-26,18.68273162841797
2018-11-27,18.151506423950195
2018-11-28,18.630355834960938
2018-11-29,18.473236083984375
2018-11-30,18.824893951416016
2018-12-03,18.637842178344727
2018-12-04,18.780000686645508
2018-12-06,18.862300872802734
2018-12-07,18.87726402282715
2018-12-10,18.922157287597656
2018-12-11,18.847335815429688
2018-12-12,18.293664932250977
2018-12-13,18.046756744384766
2018-12-14,17.440711975097656
2018-12-17,16.91696548461914
2018-12-18,17.171354293823242
2018-12-19,16.879554748535156
2018-12-20,16.78228759765625
2018-12-21,17.066604614257812
2018-12-24,16.580270767211914
2018-12-26,17.65020751953125
2018-12-27,17.78488540649414
2018-12-28,17.171354293823242
2018-12-31,16.722434997558594
2019-01-02,17.60531997680664
2019-01-03,17.49308204650879
2019-01-04,17.306032180786133
2019-01-07,18.00934410095215
2019-01-08,18.271215438842773
2019-01-09,17.844745635986328
2019-01-10,18.046756744384766
2019-01-11,18.09164810180664
2019-01-14,18.45078468322754
2019-01-15,18.55553436279297
2019-01-16,18.727624893188477
2019-01-17,18.89971351623535
2019-01-18,19.169065475463867
2019-01-22,18.862300872802734
2019-01-23,18.727252960205078
2019-01-24,19.117401123046875
2019-01-25,19.440025329589844
2019-01-28,19.139907836914062
2019-01-29,19.222440719604492
2019-01-30,19.019865036010742
2019-01-31,18.719745635986328
2019-02-01,18.809782028198242
2019-02-04,18.674732208251953
2019-02-05,18.577192306518555
2019-02-06,18.112010955810547
2019-02-07,17.796892166137695
2019-02-08,17.96945571899414
2019-02-11,18.31458854675293
2019-02-12,18.539674758911133
2019-02-13,18.44964027404785
2019-02-14,18.54718017578125
2019-02-15,18.929828643798828
2019-02-19,18.892316818237305
2019-02-20,18.719745635986328
2019-02-21,18.412128448486328
2019-02-22,18.202045440673828
2019-02-25,18.674732208251953
2019-02-26,18.839797973632812
2019-02-27,18.577192306518555
2019-02-28,18.472156524658203
2019-03-01,18.93733024597168
2019-03-04,19.012357711791992
2019-03-05,19.319976806640625
2019-03-06,19.064882278442383
2019-03-07,18.84729766845703
2019-03-08,18.50966453552246
2019-03-11,18.68222999572754
2019-03-12,19.147415161132812
2019-03-13,19.492542266845703
2019-03-14,19.54506492614746
2019-03-15,19.455032348632812
2019-03-18,19.470041275024414
2019-03-19,19.4775390625
2019-03-20,19.815168380737305
2019-03-21,19.95022201538086
2019-03-22,19.4775390625
2019-03-25,19.800161361694336
2019-03-26,19.800161361694336
2019-03-27,19.732637405395508
2019-03-28,19.777658462524414
2019-03-29,19.582584381103516
2019-04-01,19.410017013549805
2019-04-02,19.432519912719727
2019-04-03,19.124900817871094
2019-04-04,19.37249755859375
2019-04-05,19.63510513305664
2019-04-08,20.122791290283203
2019-04-09,20.36288070678711
2019-04-10,20.37038803100586
2019-04-11,20.31036376953125
2019-04-12,20.48293113708496
2019-04-15,20.5279483795166
2019-04-16,20.580469131469727
2019-04-17,20.287857055664062
2019-04-18,19.60508918762207
2019-04-22,19.63510513305664
2019-04-23,19.650110244750977
2019-04-24,19.590089797973633
2019-04-25,19.515056610107422
2019-04-26,20.002742767333984
2019-04-29,19.4775390625
2019-04-30,19.425018310546875
2019-05-01,19.04237174987793
2019-05-02,18.839797973632812
2019-05-03,19.034868240356445
2019-05-06,19.109901428222656
2019-05-07,19.132410049438477
2019-05-08,19.192434310913086
2019-05-09,19.462533950805664
2019-05-10,19.4775390625
2019-05-13,19.38750648498535
2019-05-14,19.801610946655273
2019-05-15,19.846786499023438
2019-05-16,19.77902603149414
2019-05-17,19.7037296295166
2019-05-20,19.914546966552734
2019-05-21,20.592166900634766
2019-05-22,20.027482986450195
2019-05-23,19.282100677490234
2019-05-24,19.34986114501953
2019-05-28,19.34986114501953
2019-05-29,19.026107788085938
2019-05-30,18.950820922851562
2019-05-31,18.837886810302734
2019-06-03,19.041168212890625
2019-06-04,19.184219360351562
2019-06-05,19.033634185791016
2019-06-06,19.146574020385742
2019-06-07,19.15410804748535
2019-06-10,18.20543098449707
2019-06-11,18.062379837036133
2019-06-12,17.85909652709961
2019-06-13,17.99461555480957
2019-06-14,17.896739959716797
2019-06-17,18.069910049438477
2019-06-18,17.97955894470215
2019-06-19,18.12261390686035
2019-06-20,17.761211395263672
2019-06-21,17.640748977661133
2019-06-24,17.490169525146484
2019-06-25,17.286882400512695
