Date,WEC
2011-07-28,19.367258071899414
2011-07-29,19.16714096069336
2011-08-01,19.16714096069336
2011-08-02,18.87947654724121
2011-08-03,18.76691246032715
2011-08-04,18.222854614257812
2011-08-05,18.516775131225586
2011-08-08,17.472431182861328
2011-08-09,18.00398826599121
2011-08-10,17.972431182861328
2011-08-11,18.868526458740234
2011-08-12,18.75493812561035
2011-08-15,19.322887420654297
2011-08-16,19.221912384033203
2011-08-17,19.442785263061523
2011-08-18,19.23453712463379
2011-08-19,19.03260040283203
2011-08-22,19.083091735839844
2011-08-23,19.57530975341797
2011-08-24,19.871904373168945
2011-08-25,19.449100494384766
2011-08-26,19.543752670288086
2011-08-29,19.865589141845703
2011-08-30,19.85928726196289
2011-08-31,19.966562271118164
2011-09-01,19.8214168548584
2011-09-02,19.56899642944336
2011-09-06,19.436481475830078
2011-09-07,19.8214168548584
2011-09-08,19.7204532623291
2011-09-09,19.221912384033203
2011-09-12,19.392309188842773
2011-09-13,19.57530975341797
2011-09-14,19.6762752532959
2011-09-15,19.94131851196289
2011-09-16,20.017047882080078
2011-09-19,19.960243225097656
2011-09-20,20.124324798583984
2011-09-21,19.770933151245117
2011-09-22,19.31657600402832
2011-09-23,19.695201873779297
2011-09-26,19.66365623474121
2011-09-27,19.695201873779297
2011-09-28,19.53113555908203
2011-09-29,19.922393798828125
2011-09-30,19.745691299438477
2011-10-03,19.619487762451172
2011-10-04,19.165124893188477
2011-10-05,19.329193115234375
2011-10-06,19.865589141845703
2011-10-07,19.871904373168945
2011-10-10,20.18743324279785
2011-10-11,19.909772872924805
2011-10-12,19.871904373168945
2011-10-13,19.960243225097656
2011-10-14,20.0927734375
2011-10-17,19.97918128967285
2011-10-18,20.193740844726562
2011-10-19,20.39568328857422
2011-10-20,20.42723274230957
2011-10-21,20.76169776916504
2011-10-24,20.976247787475586
2011-10-25,20.490341186523438
2011-10-26,20.49664878845215
2011-10-27,21.077224731445312
2011-10-28,20.723825454711914
2011-10-31,20.4650936126709
2011-11-01,19.922393798828125
