Date,FIS
2018-07-11,94.40013885498047
2018-07-12,95.1186752319336
2018-07-13,94.75064849853516
2018-07-16,94.37384796142578
2018-07-17,94.93466186523438
2018-07-18,95.48670196533203
2018-07-19,95.26763916015625
2018-07-20,95.42539978027344
2018-07-23,95.81092071533203
2018-07-24,95.22381591796875
2018-07-25,95.9423828125
2018-07-26,95.62689971923828
2018-07-27,94.1460189819336
2018-07-30,92.06050872802734
2018-07-31,90.36932373046875
2018-08-01,90.21159362792969
2018-08-02,90.49198150634766
2018-08-03,91.324462890625
2018-08-06,91.81513977050781
2018-08-07,92.14814758300781
2018-08-08,92.77029418945312
2018-08-09,93.7166519165039
2018-08-10,93.6552963256836
2018-08-13,93.00688934326172
2018-08-14,93.48881530761719
2018-08-15,92.90171813964844
2018-08-16,93.18212127685547
2018-08-17,93.84807586669922
2018-08-20,94.1810531616211
2018-08-21,94.26873016357422
2018-08-22,94.85578155517578
2018-08-23,94.96971130371094
2018-08-24,95.39909362792969
2018-08-27,94.54912567138672
2018-08-28,94.27748107910156
2018-08-29,94.68927764892578
2018-08-30,94.37384796142578
2018-08-31,94.78570556640625
2018-09-04,94.5228271484375
2018-09-05,93.35736846923828
2018-09-06,94.28621673583984
2018-09-07,94.15478515625
2018-09-10,95.26763916015625
2018-09-11,95.65319061279297
2018-09-12,95.95114135742188
2018-09-13,96.71571350097656
2018-09-14,96.77725219726562
2018-09-17,96.17083740234375
2018-09-18,96.46084594726562
2018-09-19,95.59081268310547
2018-09-20,96.48722076416016
2018-09-21,97.18148803710938
2018-09-24,96.61026000976562
2018-09-25,96.5047836303711
2018-09-26,96.24991607666016
2018-09-27,95.59081268310547
2018-09-28,95.85444641113281
2018-10-01,94.19345092773438
2018-10-02,94.49226379394531
2018-10-03,94.92289733886719
2018-10-04,94.58893585205078
2018-10-05,95.0722885131836
2018-10-08,94.29012298583984
2018-10-09,94.74711608886719
2018-10-10,90.37054443359375
2018-10-11,88.91166687011719
2018-10-12,89.97504425048828
2018-10-15,88.95561218261719
2018-10-16,92.11941528320312
2018-10-17,92.16333770751953
2018-10-18,91.4603042602539
2018-10-19,91.17906951904297
2018-10-22,91.34603118896484
2018-10-23,90.6605453491211
2018-10-24,88.49859619140625
2018-10-25,90.44961547851562
2018-10-26,89.08744049072266
2018-10-29,87.11882781982422
2018-10-30,91.06483459472656
2018-10-31,91.48664093017578
2018-11-01,91.35482788085938
2018-11-02,91.0911636352539
2018-11-05,91.37239074707031
2018-11-06,91.98759460449219
2018-11-07,94.33405303955078
2018-11-08,94.63287353515625
2018-11-09,94.44831848144531
2018-11-12,92.88399505615234
2018-11-13,92.10183715820312
2018-11-14,91.84697723388672
2018-11-15,93.8770751953125
2018-11-16,94.79108428955078
2018-11-19,91.69755554199219
2018-11-20,90.03656768798828
2018-11-21,90.82752227783203
2018-11-23,90.7484130859375
2018-11-26,91.74150085449219
2018-11-27,91.50422668457031
2018-11-28,94.87015533447266
2018-11-29,93.02459716796875
2018-11-30,94.87015533447266
2018-12-03,95.89839172363281
2018-12-04,93.26190948486328
2018-12-06,92.97188568115234
2018-12-07,91.94366455078125
2018-12-10,92.8752212524414
2018-12-11,93.0070571899414
2018-12-12,93.8067626953125
2018-12-13,93.30435180664062
2018-12-14,92.19366455078125
2018-12-17,89.96351623535156
2018-12-18,89.53160095214844
2018-12-19,89.0644302368164
2018-12-20,87.38961791992188
2018-12-21,86.25251007080078
2018-12-24,84.47193908691406
2018-12-26,87.645263671875
2018-12-27,88.87052154541016
2018-12-28,88.8616943359375
2018-12-31,90.39546203613281
2019-01-02,89.40821075439453
2019-01-03,86.65797424316406
2019-01-04,89.71672058105469
2019-01-07,90.2808609008789
2019-01-08,90.95960998535156
2019-01-09,90.52767181396484
2019-01-10,91.52376556396484
2019-01-11,91.25926971435547
2019-01-14,91.37388610839844
2019-01-15,92.29944610595703
2019-01-16,91.3827133178711
2019-01-17,91.85871887207031
2019-01-18,93.29550170898438
2019-01-22,92.85474395751953
2019-01-23,93.33958435058594
2019-01-24,92.69612121582031
2019-01-25,92.93412017822266
2019-01-28,91.92923736572266
2019-01-29,91.31220245361328
2019-01-30,93.0134506225586
2019-01-31,92.14077758789062
2019-02-01,94.49432373046875
2019-02-04,96.0545425415039
2019-02-05,96.8742904663086
2019-02-06,96.69801330566406
2019-02-07,95.79007720947266
2019-02-08,96.08098602294922
2019-02-11,96.16914367675781
2019-02-12,93.92135620117188
2019-02-13,94.1329116821289
2019-02-14,93.70097351074219
2019-02-15,96.019287109375
2019-02-19,95.82533264160156
2019-02-20,94.37091827392578
2019-02-21,94.4238052368164
2019-02-22,94.39736938476562
2019-02-25,94.1329116821289
2019-02-26,94.15055847167969
2019-02-27,94.50313568115234
2019-02-28,95.33173370361328
2019-03-01,95.54328155517578
2019-03-04,94.60008239746094
2019-03-05,94.22106170654297
2019-03-06,93.96542358398438
2019-03-07,93.12802124023438
2019-03-08,93.18092346191406
2019-03-11,94.353271484375
2019-03-12,94.64417266845703
2019-03-13,94.84691619873047
2019-03-14,95.31561279296875
2019-03-15,96.28839111328125
2019-03-18,95.61630249023438
2019-03-19,94.2720718383789
2019-03-20,94.40472412109375
2019-03-21,97.42037963867188
2019-03-22,97.6414794921875
2019-03-25,95.88159942626953
2019-03-26,97.19929504394531
2019-03-27,97.25236511230469
2019-03-28,98.3224105834961
2019-03-29,100.02037811279297
2019-04-01,100.62175750732422
2019-04-02,100.92243957519531
2019-04-03,101.63874816894531
2019-04-04,100.84281921386719
2019-04-05,100.27684783935547
2019-04-08,100.50678253173828
2019-04-09,100.60405731201172
2019-04-10,99.38363647460938
2019-04-11,99.843505859375
2019-04-12,100.07343292236328
2019-04-15,100.05575561523438
2019-04-16,98.67615509033203
2019-04-17,98.25167846679688
2019-04-18,98.06594848632812
2019-04-22,99.23331451416016
2019-04-23,99.75508117675781
2019-04-24,99.08296966552734
2019-04-25,98.6496353149414
2019-04-26,98.07479095458984
2019-04-29,98.64077758789062
2019-04-30,102.52310180664062
2019-05-01,101.89522552490234
2019-05-02,104.17684936523438
2019-05-03,104.1414566040039
2019-05-06,103.75234985351562
2019-05-07,102.48771667480469
2019-05-08,102.70880126953125
2019-05-09,102.47004699707031
2019-05-10,103.22172546386719
2019-05-13,102.0986099243164
2019-05-14,103.39862823486328
2019-05-15,103.6904296875
2019-05-16,105.32650756835938
2019-05-17,104.9992904663086
2019-05-20,104.6366958618164
2019-05-21,106.4850082397461
2019-05-22,107.00679016113281
2019-05-23,106.4850082397461
2019-05-24,105.00814056396484
2019-05-28,105.54759216308594
2019-05-29,105.29997253417969
2019-05-30,105.7244644165039
2019-05-31,106.38772583007812
2019-06-03,103.08909606933594
2019-06-04,106.33467102050781
2019-06-05,107.70541381835938
2019-06-06,107.51087188720703
2019-06-07,108.36869812011719
2019-06-10,108.14757537841797
2019-06-11,107.61698913574219
2019-06-12,106.96255493164062
2019-06-13,107.1754150390625
2019-06-14,107.672119140625
2019-06-17,107.78739929199219
2019-06-18,108.7541275024414
2019-06-19,109.34833526611328
2019-06-20,109.87164306640625
2019-06-21,108.82510375976562
2019-06-24,107.51244354248047
2019-06-25,107.54793548583984
2019-06-26,107.55677795410156
2019-06-27,107.61888122558594
2019-06-28,108.80734252929688
2019-07-01,110.483642578125
2019-07-02,110.78518676757812
2019-07-03,112.30181121826172
2019-07-05,112.46147155761719
2019-07-08,112.48809051513672
2019-07-09,112.63883972167969
2019-07-10,112.56788635253906
2019-07-11,113.36609649658203
2019-07-12,114.73197937011719
2019-07-15,115.618896484375
2019-07-16,115.04241180419922
2019-07-17,115.83175659179688
2019-07-18,116.47921752929688
2019-07-19,115.06900024414062
2019-07-22,116.266357421875
2019-07-23,116.23974609375
2019-07-24,115.40604400634766
2019-07-25,117.4991683959961
2019-07-26,120.27521514892578
2019-07-29,121.2508316040039
2019-07-30,118.57234191894531
2019-07-31,118.18209838867188
2019-08-01,116.37278747558594
2019-08-02,115.4415283203125
2019-08-05,111.70758819580078
2019-08-06,116.11558532714844
2019-08-07,119.27302551269531
2019-08-08,120.9670181274414
2019-08-09,121.0645751953125
2019-08-12,117.49031066894531
2019-08-13,119.60118103027344
2019-08-14,115.90271759033203
2019-08-15,119.68097686767578
2019-08-16,122.669921875
2019-08-19,123.1843032836914
2019-08-20,123.831787109375
2019-08-21,122.57234954833984
2019-08-22,122.36834716796875
2019-08-23,119.2641372680664
2019-08-26,120.31070709228516
2019-08-27,121.26859283447266
2019-08-28,121.51689910888672
2019-08-29,121.80073547363281
2019-08-30,120.81623077392578
2019-09-03,121.12667846679688
2019-09-04,122.14664459228516
2019-09-05,123.32621002197266
2019-09-06,122.10227966308594
2019-09-09,118.70536041259766
2019-09-10,116.50582122802734
2019-09-11,116.4437255859375
2019-09-12,118.66694641113281
2019-09-13,116.39039611816406
2019-09-16,118.32901000976562
2019-09-17,119.52957153320312
2019-09-18,118.1778564453125
2019-09-19,119.07604217529297
2019-09-20,117.21742248535156
2019-09-23,116.95952606201172
2019-09-24,118.18673706054688
2019-09-25,118.74703216552734
2019-09-26,118.6491470336914
2019-09-27,116.2125244140625
2019-09-30,118.062255859375
2019-10-01,116.72828674316406
2019-10-02,115.05644989013672
2019-10-03,115.50109100341797
2019-10-04,116.8617172241211
2019-10-07,116.11470031738281
2019-10-08,115.18982696533203
2019-10-09,117.0573501586914
2019-10-10,116.97732543945312
2019-10-11,117.41307067871094
2019-10-14,118.04448699951172
2019-10-15,118.10668182373047
2019-10-16,117.17293548583984
2019-10-17,116.0791244506836
2019-10-18,114.12266540527344
2019-10-21,114.56733703613281
2019-10-22,111.55265045166016
2019-10-23,112.91324615478516
2019-10-24,114.9052734375
2019-10-25,115.0030746459961
2019-10-28,115.8034439086914
2019-10-29,116.26587677001953
2019-10-30,117.350830078125
2019-10-31,117.17293548583984
2019-11-01,119.29833221435547
2019-11-04,116.49708557128906
2019-11-05,117.55535888671875
2019-11-06,116.3992919921875
2019-11-07,117.69762420654297
2019-11-08,116.2214126586914
2019-11-11,117.70652770996094
2019-11-12,117.9377212524414
2019-11-13,119.0048828125
2019-11-14,120.4988784790039
2019-11-15,120.78347778320312
2019-11-18,121.86842346191406
2019-11-19,122.41974639892578
2019-11-20,122.25081634521484
2019-11-21,121.36151123046875
2019-11-22,120.46334075927734
2019-11-25,121.72614288330078
2019-11-26,122.31301879882812
2019-11-27,123.10448455810547
2019-11-29,122.85551452636719
2019-12-02,120.7123031616211
2019-12-03,121.1391830444336
2019-12-04,120.7123031616211
2019-12-05,121.77059936523438
2019-12-06,123.23788452148438
2019-12-09,121.79725646972656
2019-12-10,120.52561950683594
2019-12-11,120.4988784790039
2019-12-12,121.90764617919922
2019-12-13,123.2093734741211
2019-12-16,122.15725708007812
2019-12-17,122.91510772705078
2019-12-18,122.78140258789062
2019-12-19,123.11125183105469
2019-12-20,123.75321197509766
2019-12-23,123.22718048095703
2019-12-24,122.93296813964844
2019-12-26,123.66409301757812
2019-12-27,124.60023498535156
2019-12-30,123.5749282836914
2019-12-31,124.01175689697266
2020-01-02,124.73397827148438
2020-01-03,123.94935607910156
2020-01-06,125.13520812988281
2020-01-07,123.2093734741211
2020-01-08,125.01930236816406
2020-01-09,127.42656707763672
2020-01-10,126.55284118652344
2020-01-13,127.25715637207031
2020-01-14,127.00753021240234
2020-01-15,128.8174591064453
2020-01-16,130.38668823242188
2020-01-17,131.14453125
2020-01-21,131.61708068847656
2020-01-22,132.48190307617188
2020-01-23,132.8563690185547
2020-01-24,131.8845672607422
2020-01-27,130.52041625976562
2020-01-28,131.9202117919922
2020-01-29,132.0360870361328
2020-01-30,131.5100860595703
2020-01-31,128.0863800048828
2020-02-03,129.94976806640625
2020-02-04,131.43873596191406
2020-02-05,130.27969360351562
2020-02-06,131.36744689941406
2020-02-07,130.58282470703125
2020-02-10,133.7212371826172
2020-02-11,133.3022003173828
2020-02-12,131.9202117919922
2020-02-13,137.59075927734375
2020-02-14,140.37255859375
2020-02-18,138.7765655517578
2020-02-19,140.23876953125
2020-02-20,139.7840576171875
2020-02-21,138.13462829589844
2020-02-24,134.38101196289062
2020-02-25,128.97792053222656
2020-02-26,128.30035400390625
2020-02-27,123.81561279296875
2020-02-28,124.5735092163086
2020-03-02,132.49972534179688
2020-03-03,127.57817077636719
2020-03-04,133.67666625976562
2020-03-05,127.2750244140625
2020-03-06,124.742919921875
2020-03-09,115.94285583496094
2020-03-10,125.62555694580078
2020-03-11,118.54631042480469
2020-03-12,105.89695739746094
2020-03-13,116.12371063232422
2020-03-16,96.85914611816406
2020-03-17,101.87418365478516
2020-03-18,92.02291870117188
2020-03-19,94.0700454711914
2020-03-20,91.91563415527344
2020-03-23,91.5848617553711
2020-03-24,106.52271270751953
2020-03-25,107.60440826416016
2020-03-26,110.5276107788086
2020-03-27,107.36302185058594
2020-03-30,112.00261688232422
2020-03-31,108.73971557617188
2020-04-01,102.41056823730469
2020-04-02,104.69013977050781
2020-04-03,103.00057983398438
2020-04-06,109.97335052490234
2020-04-07,107.39878845214844
2020-04-08,111.53778076171875
2020-04-09,111.85064697265625
2020-04-13,110.49182891845703
2020-04-14,110.66169738769531
2020-04-15,107.41667175292969
2020-04-16,109.9465560913086
2020-04-17,114.38945007324219
2020-04-20,109.61578369140625
2020-04-21,105.011962890625
2020-04-22,109.55318450927734
2020-04-23,108.32849884033203
2020-04-24,112.39595031738281
2020-04-27,114.10340118408203
2020-04-28,115.43537902832031
2020-04-29,120.04815673828125
2020-04-30,117.90267944335938
2020-05-01,115.5783920288086
2020-05-04,114.94368743896484
2020-05-05,117.95631408691406
2020-05-06,117.92054748535156
2020-05-07,115.7125015258789
2020-05-08,114.6308364868164
2020-05-11,114.63976287841797
2020-05-12,114.34476470947266
2020-05-13,113.96930694580078
2020-05-14,116.00749969482422
2020-05-15,118.19766998291016
2020-05-18,121.88074493408203
2020-05-19,121.07616424560547
2020-05-20,123.4630355834961
2020-05-21,122.02373504638672
2020-05-22,121.71981811523438
2020-05-26,122.11319732666016
2020-05-27,123.39148712158203
2020-05-28,123.69544982910156
2020-05-29,124.10663604736328
2020-06-01,124.14240264892578
2020-06-02,124.22286987304688
2020-06-03,124.7682113647461
2020-06-04,121.81813049316406
2020-06-05,127.89702606201172
2020-06-08,127.45005798339844
2020-06-09,126.37727355957031
2020-06-10,126.24317169189453
2020-06-11,120.29266357421875
2020-06-12,122.84671783447266
2020-06-15,123.16934204101562
2020-06-16,125.98330688476562
2020-06-17,124.19994354248047
2020-06-18,125.41874694824219
2020-06-19,120.98271179199219
2020-06-22,124.52256774902344
2020-06-23,123.63534545898438
2020-06-24,118.56302642822266
2020-06-25,119.4412612915039
2020-06-26,116.9588851928711
2020-06-29,117.55037689208984
2020-06-30,120.16716003417969
2020-07-01,122.64957427978516
2020-07-02,122.5778579711914
2020-07-06,123.24999237060547
2020-07-07,122.32695007324219
2020-07-08,122.59580993652344
2020-07-09,121.690673828125
2020-07-10,122.6675033569336
2020-07-13,121.41284942626953
2020-07-14,122.25525665283203
2020-07-15,125.8488540649414
2020-07-16,124.43293762207031
2020-07-17,125.88471221923828
2020-07-20,126.85259246826172
2020-07-21,128.510498046875
2020-07-22,129.73826599121094
2020-07-23,129.9354248046875
2020-07-24,128.7793426513672
2020-07-27,128.5463409423828
2020-07-28,127.82044219970703
2020-07-29,129.70242309570312
2020-07-30,130.12359619140625
2020-07-31,131.11834716796875
2020-08-03,133.46627807617188
2020-08-04,131.91590881347656
2020-08-05,131.28866577148438
2020-08-06,131.7366943359375
2020-08-07,132.43572998046875
2020-08-10,130.9839324951172
2020-08-11,128.1968536376953
2020-08-12,128.8869171142578
2020-08-13,130.12359619140625
2020-08-14,128.940673828125
2020-08-17,129.29019165039062
2020-08-18,128.8779296875
2020-08-19,127.80252838134766
2020-08-20,126.57481384277344
2020-08-21,127.07660675048828
2020-08-24,126.96012878417969
2020-08-25,130.2759552001953
2020-08-26,132.53428649902344
2020-08-27,135.5006103515625
2020-08-28,136.63876342773438
2020-08-31,135.1869354248047
2020-09-01,136.53121948242188
2020-09-02,139.5871124267578
2020-09-03,135.2317657470703
2020-09-04,132.6328887939453
2020-09-08,130.5716552734375
2020-09-09,133.0809326171875
2020-09-10,131.0238800048828
2020-09-11,129.55966186523438
2020-09-14,131.35623168945312
2020-09-15,133.3953399658203
2020-09-16,133.54808044433594
2020-09-17,133.67381286621094
2020-09-18,131.73353576660156
2020-09-21,129.3710174560547
2020-09-22,131.32032775878906
2020-09-23,129.0027313232422
2020-09-24,129.54171752929688
2020-09-25,131.14967346191406
2020-09-28,132.88331604003906
2020-09-29,133.66482543945312
2020-09-30,132.23658752441406
2020-10-01,131.93115234375
2020-10-02,130.38607788085938
2020-10-05,130.76336669921875
2020-10-06,129.68545532226562
2020-10-07,129.89202880859375
2020-10-08,131.6885986328125
2020-10-09,133.87142944335938
2020-10-12,134.01519775390625
2020-10-13,131.1136932373047
2020-10-14,129.41590881347656
2020-10-15,129.24525451660156
2020-10-16,129.24525451660156
2020-10-19,125.56228637695312
2020-10-20,126.38872528076172
2020-10-21,127.0264892578125
2020-10-22,128.2032470703125
2020-10-23,129.71237182617188
2020-10-26,125.23892974853516
2020-10-27,123.83760833740234
2020-10-28,119.0317611694336
2020-10-29,112.3036117553711
2020-10-30,111.9173355102539
2020-11-02,111.36043548583984
2020-11-03,115.42068481445312
2020-11-04,119.29228210449219
2020-11-05,119.10362243652344
2020-11-06,119.59768676757812
2020-11-09,127.27803039550781
2020-11-10,129.67645263671875
2020-11-11,128.94886779785156
2020-11-12,127.70919036865234
2020-11-13,129.9998016357422
2020-11-16,132.84739685058594
2020-11-17,132.02098083496094
2020-11-18,130.22442626953125
2020-11-19,132.67674255371094
2020-11-20,129.50575256347656
2020-11-23,130.53883361816406
2020-11-24,133.7726287841797
2020-11-25,132.91928100585938
2020-11-27,133.19775390625
2020-11-30,133.31448364257812
2020-12-01,135.08413696289062
2020-12-02,133.47621154785156
2020-12-03,132.29942321777344
2020-12-04,134.61703491210938
2020-12-07,135.24581909179688
2020-12-08,135.8027801513672
2020-12-09,132.7395782470703
2020-12-10,132.4700927734375
2020-12-11,133.10043334960938
2020-12-14,129.85890197753906
2020-12-15,130.64227294921875
2020-12-16,129.3006591796875
2020-12-17,131.43463134765625
2020-12-18,130.7593231201172
2020-12-21,125.97807312011719
2020-12-22,121.38594818115234
2020-12-23,121.29586791992188
2020-12-24,126.77042388916016
2020-12-28,126.3112564086914
2020-12-29,127.2206802368164
2020-12-30,125.63591766357422
2020-12-31,127.37374114990234
2021-01-04,125.97807312011719
2021-01-05,123.06971740722656
2021-01-06,124.249267578125
2021-01-07,122.25032043457031
2021-01-08,124.85255432128906
2021-01-11,122.5114517211914
2021-01-12,120.32341003417969
2021-01-13,117.90129852294922
2021-01-14,116.3255615234375
2021-01-15,116.811767578125
2021-01-19,115.30805969238281
2021-01-20,118.03633880615234
2021-01-21,120.29640197753906
2021-01-22,116.22651672363281
2021-01-25,115.08297729492188
2021-01-26,115.39813232421875
2021-01-27,110.32875061035156
2021-01-28,112.84091186523438
2021-01-29,111.1661376953125
2021-02-01,116.36155700683594
2021-02-02,119.14387512207031
2021-02-03,118.46856689453125
2021-02-04,119.55809020996094
2021-02-05,119.06283569335938
2021-02-08,120.1433334350586
2021-02-09,119.63912963867188
2021-02-10,120.08033752441406
2021-02-11,121.69207000732422
2021-02-12,122.09725189208984
2021-02-16,119.85518646240234
2021-02-17,119.74714660644531
2021-02-18,120.89067077636719
2021-02-19,117.94632720947266
2021-02-22,122.03424072265625
2021-02-23,123.10575866699219
2021-02-24,125.55487823486328
2021-02-25,124.98760223388672
2021-02-26,124.25828552246094
2021-03-01,125.6989517211914
2021-03-02,125.09563446044922
2021-03-03,125.09563446044922
2021-03-04,123.29481506347656
2021-03-05,127.0855941772461
2021-03-08,130.12901306152344
2021-03-09,128.6162872314453
2021-03-10,131.02944946289062
2021-03-11,130.96624755859375
2021-03-12,132.0767364501953
2021-03-15,131.58920288085938
2021-03-16,131.67044067382812
2021-03-17,130.83984375
2021-03-18,129.48556518554688
2021-03-19,127.96880340576172
2021-03-22,127.46318054199219
2021-03-23,128.23065185546875
2021-03-24,129.46754455566406
2021-03-25,128.94386291503906
2021-03-26,132.19410705566406
2021-03-29,129.982177734375
2021-03-30,128.6639862060547
2021-03-31,126.9486083984375
2021-04-01,130.0543975830078
2021-04-05,131.8781280517578
2021-04-06,131.34544372558594
2021-04-07,132.60943603515625
2021-04-08,134.41514587402344
2021-04-09,135.3631134033203
2021-04-12,135.489501953125
2021-04-13,135.55267333984375
2021-04-14,135.41725158691406
2021-04-15,137.91815185546875
2021-04-16,137.79171752929688
2021-04-19,137.43057250976562
2021-04-20,137.03334045410156
2021-04-21,137.62924194335938
2021-04-22,137.71047973632812
2021-04-23,138.14385986328125
2021-04-26,138.8932342529297
2021-04-27,137.96328735351562
2021-04-28,139.42588806152344
2021-04-29,140.5634765625
2021-04-30,138.04449462890625
2021-05-03,137.13265991210938
2021-05-04,135.84158325195312
2021-05-05,133.92759704589844
2021-05-06,137.05140686035156
2021-05-07,136.86183166503906
2021-05-10,134.93873596191406
2021-05-11,133.6566925048828
2021-05-12,130.72247314453125
2021-05-13,134.11717224121094
2021-05-14,135.42630004882812
2021-05-17,134.47830200195312
2021-05-18,133.8102264404297
2021-05-19,133.23240661621094
2021-05-20,135.2637939453125
2021-05-21,135.76036071777344
2021-05-24,136.36526489257812
2021-05-25,136.10342407226562
2021-05-26,134.46929931640625
2021-05-27,135.24574279785156
2021-05-28,134.50537109375
2021-06-01,134.00877380371094
2021-06-02,134.69500732421875
2021-06-03,132.23927307128906
2021-06-04,132.5913543701172
2021-06-07,129.5849151611328
2021-06-08,130.48773193359375
2021-06-09,131.02944946289062
2021-06-10,131.60882568359375
2021-06-11,131.85324096679688
2021-06-14,132.6227264404297
2021-06-15,132.1519775390625
