Date,NEM
2016-09-27,30.35264015197754
2016-09-28,30.928451538085938
2016-09-29,30.80225944519043
2016-09-30,30.991573333740234
2016-10-03,30.052898406982422
2016-10-04,27.016061782836914
2016-10-05,27.28424835205078
2016-10-06,26.858301162719727
2016-10-07,26.795196533203125
2016-10-10,26.866191864013672
2016-10-11,26.700546264648438
2016-10-12,27.229026794433594
2016-10-13,27.45777702331543
2016-10-14,27.000282287597656
2016-10-17,27.631319046020508
2016-10-18,28.53053092956543
2016-10-19,29.169456481933594
2016-10-20,29.193113327026367
2016-10-21,28.67251968383789
2016-10-24,28.27024269104004
2016-10-25,28.8618221282959
2016-10-26,28.538421630859375
2016-10-27,27.44200325012207
2016-10-28,27.907384872436523
2016-10-31,29.216787338256836
2016-11-01,29.934574127197266
2016-11-02,29.327213287353516
2016-11-03,29.776819229125977
2016-11-04,29.816268920898438
2016-11-07,28.78295135498047
2016-11-08,28.443769454956055
2016-11-09,29.216787338256836
2016-11-10,27.355236053466797
2016-11-11,24.917875289916992
2016-11-14,25.714553833007812
2016-11-15,26.74786949157715
2016-11-16,26.629554748535156
2016-11-17,25.79343605041504
2016-11-18,25.785545349121094
2016-11-21,26.085289001464844
2016-11-22,26.18783187866211
2016-11-23,24.84688949584961
2016-11-25,25.178180694580078
2016-11-28,26.385025024414062
2016-11-29,26.46390151977539
2016-11-30,25.58833885192871
2016-12-01,25.45425796508789
2016-12-02,26.48756980895996
2016-12-05,26.40869140625
2016-12-06,26.084806442260742
2016-12-07,26.55878448486328
2016-12-08,26.756275177001953
2016-12-09,25.903104782104492
2016-12-12,25.75301742553711
2016-12-13,26.756275177001953
2016-12-14,25.026243209838867
2016-12-15,24.41796875
2016-12-16,25.010448455810547
2016-12-19,25.105239868164062
2016-12-20,25.010448455810547
2016-12-21,24.923551559448242
2016-12-22,24.836650848388672
2016-12-23,25.64242172241211
2016-12-27,25.7451171875
2016-12-28,25.895212173461914
2016-12-29,27.862245559692383
2016-12-30,26.914281845092773
2017-01-03,27.35665512084961
2017-01-04,27.617340087890625
2017-01-05,28.889196395874023
2017-01-06,27.980728149414062
2017-01-09,27.933332443237305
