Date,EFX
2021-06-16,224.16505432128906
2021-06-17,227.41737365722656
2021-06-18,226.00962829589844
2021-06-21,231.7569122314453
2021-06-22,231.16473388671875
2021-06-23,227.88333129882812
2021-06-24,232.20350646972656
2021-06-25,232.01905822753906
2021-06-28,230.52401733398438
2021-06-29,232.32974243164062
2021-06-30,232.52391052246094
2021-07-01,234.1355438232422
2021-07-02,235.27137756347656
2021-07-06,238.7178497314453
2021-07-07,240.97984313964844
2021-07-08,237.7955322265625
2021-07-09,241.29051208496094
2021-07-12,240.0381317138672
2021-07-13,237.9120330810547
2021-07-14,240.08668518066406
2021-07-15,243.3875274658203
2021-07-16,247.20286560058594
2021-07-19,241.47496032714844
2021-07-20,249.09597778320312
2021-07-21,247.60093688964844
2021-07-22,242.4361114501953
2021-07-23,245.68836975097656
2021-07-26,247.66891479492188
2021-07-27,250.75613403320312
2021-07-28,251.35806274414062
2021-07-29,253.0084228515625
2021-07-30,252.998779296875
2021-08-02,250.9502716064453
2021-08-03,252.1152801513672
2021-08-04,248.6202850341797
2021-08-05,248.34844970703125
2021-08-06,246.42620849609375
2021-08-09,245.85340881347656
2021-08-10,251.61045837402344
2021-08-11,253.6977081298828
2021-08-12,251.89199829101562
2021-08-13,252.51332092285156
2021-08-16,253.10552978515625
2021-08-17,254.2802276611328
2021-08-18,247.0475616455078
2021-08-19,251.23182678222656
2021-08-20,250.96971130371094
2021-08-23,252.2803192138672
2021-08-24,251.55218505859375
2021-08-25,257.1830139160156
2021-08-26,255.31903076171875
2021-08-27,259.0760803222656
2021-08-30,259.4062805175781
2021-08-31,264.31866455078125
2021-09-01,265.7263488769531
2021-09-02,269.81353759765625
2021-09-03,270.54266357421875
2021-09-07,266.5663757324219
2021-09-08,267.9080810546875
2021-09-09,268.2190856933594
2021-09-10,265.2831115722656
2021-09-13,266.2358703613281
2021-09-14,266.24560546875
2021-09-15,265.5163879394531
2021-09-16,266.3817443847656
2021-09-17,261.0249328613281
2021-09-20,255.9014434814453
2021-09-21,252.168212890625
2021-09-22,255.37640380859375
2021-09-23,257.7486267089844
2021-09-24,258.1180419921875
2021-09-27,255.1820068359375
2021-09-28,249.36825561523438
2021-09-29,249.41685485839844
2021-09-30,246.37391662597656
2021-10-01,249.18356323242188
2021-10-04,246.35446166992188
2021-10-05,251.3126678466797
2021-10-06,249.87379455566406
2021-10-07,252.1487274169922
2021-10-08,251.48768615722656
2021-10-11,250.44737243652344
2021-10-12,248.52244567871094
2021-10-13,247.8516387939453
2021-10-14,253.79173278808594
2021-10-15,256.61114501953125
2021-10-18,261.4429626464844
2021-10-19,265.5844421386719
2021-10-20,262.2401428222656
2021-10-21,248.36692810058594
2021-10-22,260.82073974609375
2021-10-25,267.1400146484375
2021-10-26,263.4359436035156
2021-10-27,259.90692138671875
2021-10-28,267.87896728515625
2021-10-29,269.71630859375
2021-11-01,269.8329772949219
2021-11-02,266.8775329589844
2021-11-03,270.04681396484375
2021-11-04,276.66748046875
2021-11-05,276.6481018066406
2021-11-08,278.9230651855469
2021-11-09,280.3229675292969
2021-11-10,269.58026123046875
2021-11-11,267.9664001464844
2021-11-12,272.3023376464844
2021-11-15,274.5189514160156
2021-11-16,283.19097900390625
2021-11-17,282.53961181640625
2021-11-18,281.1494140625
2021-11-19,280.8285217285156
2021-11-22,273.3523864746094
2021-11-23,275.4649353027344
2021-11-24,275.9613952636719
2021-11-26,270.3927307128906
2021-11-29,276.5455322265625
2021-11-30,271.2787170410156
2021-12-01,270.2175598144531
2021-12-02,283.30194091796875
2021-12-03,275.02685546875
2021-12-06,274.6860656738281
2021-12-07,284.13916015625
2021-12-08,287.1280517578125
2021-12-09,284.1099853515625
2021-12-10,287.31298828125
2021-12-13,289.1919250488281
2021-12-14,280.5955505371094
2021-12-15,283.79852294921875
2021-12-16,282.5621337890625
2021-12-17,269.3218688964844
2021-12-20,268.66961669921875
2021-12-21,272.6611022949219
2021-12-22,275.90301513671875
2021-12-23,279.43707275390625
2021-12-27,283.3993225097656
2021-12-28,286.2323303222656
2021-12-29,286.54388427734375
2021-12-30,283.8276672363281
2021-12-31,285.0446472167969
2022-01-03,276.4871520996094
2022-01-04,278.0545959472656
2022-01-05,271.88226318359375
2022-01-06,272.4469299316406
2022-01-07,260.375
2022-01-10,253.88133239746094
2022-01-11,256.2276916503906
2022-01-12,254.88418579101562
2022-01-13,248.1764373779297
2022-01-14,242.8998260498047
2022-01-18,234.29367065429688
2022-01-19,227.73193359375
2022-01-20,222.60134887695312
2022-01-21,219.69049072265625
2022-01-24,227.99481201171875
2022-01-25,220.07989501953125
2022-01-26,220.61534118652344
2022-01-27,218.97003173828125
2022-01-28,227.8585662841797
2022-01-31,233.41748046875
2022-02-01,235.81243896484375
2022-02-02,238.6843719482422
2022-02-03,227.2743682861328
2022-02-04,227.87799072265625
2022-02-07,228.2284393310547
2022-02-08,229.82505798339844
2022-02-09,234.04052734375
2022-02-10,225.05470275878906
2022-02-11,219.0478973388672
2022-02-14,215.13429260253906
2022-02-15,215.86441040039062
2022-02-16,215.86441040039062
2022-02-17,206.39183044433594
2022-02-18,207.7865447998047
2022-02-22,207.0062713623047
2022-02-23,203.0269012451172
2022-02-24,210.5955352783203
2022-02-25,213.17047119140625
2022-02-28,212.9558563232422
2022-03-01,213.63861083984375
2022-03-02,219.0322265625
2022-03-03,218.68112182617188
2022-03-04,222.05577087402344
2022-03-07,212.4584503173828
2022-03-08,211.90249633789062
2022-03-09,219.50038146972656
2022-03-10,220.63180541992188
2022-03-11,218.37876892089844
2022-03-14,222.79705810546875
2022-03-15,225.09886169433594
2022-03-16,228.06393432617188
2022-03-17,233.51605224609375
2022-03-18,235.1643829345703
2022-03-21,231.9750213623047
2022-03-22,233.69158935546875
2022-03-23,230.7851104736328
2022-03-24,230.6973114013672
2022-03-25,229.65370178222656
2022-03-28,232.7552947998047
2022-03-29,237.1345977783203
2022-03-30,233.62330627441406
2022-03-31,231.2532501220703
2022-04-01,228.3564910888672
2022-04-04,228.7174072265625
2022-04-05,226.13270568847656
2022-04-06,217.5399627685547
2022-04-07,218.8956756591797
2022-04-08,217.6472625732422
2022-04-11,212.8778533935547
2022-04-12,211.834228515625
2022-04-13,209.69822692871094
2022-04-14,211.04421997070312
2022-04-18,207.65003967285156
2022-04-19,213.0436248779297
2022-04-20,215.95013427734375
2022-04-21,197.9453582763672
2022-04-22,198.579345703125
2022-04-25,208.13766479492188
2022-04-26,202.4416961669922
2022-04-27,195.46803283691406
2022-04-28,201.24203491210938
2022-04-29,198.5013427734375
2022-05-02,200.43251037597656
2022-05-03,199.98382568359375
2022-05-04,207.37692260742188
2022-05-05,203.0951690673828
2022-05-06,200.0423583984375
2022-05-09,194.70724487304688
2022-05-10,195.458251953125
2022-05-11,186.8362579345703
2022-05-12,187.90914916992188
2022-05-13,193.30274963378906
2022-05-16,191.1570281982422
2022-05-17,192.45420837402344
2022-05-18,183.44207763671875
2022-05-19,186.44610595703125
2022-05-20,189.81101989746094
2022-05-23,192.12258911132812
2022-05-24,187.1678009033203
2022-05-25,191.1746063232422
2022-05-26,197.6343994140625
2022-05-27,201.60218811035156
2022-05-31,197.97647094726562
2022-06-01,194.06736755371094
2022-06-02,199.0221710205078
2022-06-03,196.0023651123047
2022-06-06,194.9371337890625
2022-06-07,195.98280334472656
2022-06-08,191.72190856933594
2022-06-09,187.6075897216797
2022-06-10,179.18348693847656
2022-06-13,175.50888061523438
2022-06-14,168.11094665527344
2022-06-15,174.28733825683594
2022-06-16,166.4788818359375
2022-06-17,169.18592834472656
2022-06-21,171.33596801757812
2022-06-22,176.662109375
2022-06-23,178.1964111328125
2022-06-24,180.62982177734375
2022-06-27,180.73736572265625
2022-06-28,175.39166259765625
2022-06-29,176.0757293701172
2022-06-30,178.6264190673828
2022-07-01,182.3107452392578
2022-07-05,181.7830047607422
2022-07-06,184.61712646484375
2022-07-07,186.64987182617188
2022-07-08,186.12213134765625
2022-07-11,185.37939453125
2022-07-12,182.92642211914062
2022-07-13,180.4343719482422
2022-07-14,185.1155242919922
2022-07-15,188.04734802246094
2022-07-18,187.3144073486328
2022-07-19,196.43235778808594
2022-07-20,200.50762939453125
2022-07-21,196.0023651123047
2022-07-22,196.2858123779297
2022-07-25,193.65695190429688
2022-07-26,188.80966186523438
2022-07-27,193.88168334960938
2022-07-28,202.78465270996094
2022-07-29,204.16261291503906
2022-08-01,205.99014282226562
2022-08-02,201.62173461914062
2022-08-03,208.16946411132812
2022-08-04,208.93173217773438
2022-08-05,207.62216186523438
2022-08-08,208.25741577148438
2022-08-09,207.4853515625
2022-08-10,214.57061767578125
2022-08-11,213.33926391601562
2022-08-12,217.27764892578125
2022-08-15,215.2351837158203
2022-08-16,211.08177185058594
2022-08-17,209.156494140625
2022-08-18,207.9447021484375
2022-08-19,203.9476318359375
2022-08-22,202.99964904785156
2022-08-23,199.8723907470703
2022-08-24,201.19171142578125
2022-08-25,202.99964904785156
2022-08-26,192.65032958984375
2022-08-29,187.71507263183594
2022-08-30,185.47711181640625
2022-08-31,184.4607696533203
2022-09-01,185.731201171875
2022-09-02,183.61593627929688
2022-09-06,183.49844360351562
2022-09-07,189.47206115722656
2022-09-08,192.30221557617188
2022-09-09,193.07586669921875
2022-09-12,194.51539611816406
2022-09-13,187.3666229248047
2022-09-14,184.05662536621094
2022-09-15,182.8520965576172
2022-09-16,179.45399475097656
2022-09-19,178.82725524902344
2022-09-20,174.15606689453125
2022-09-21,173.0298614501953
2022-09-22,168.7210235595703
2022-09-23,171.28677368164062
2022-09-26,169.75909423828125
2022-09-27,165.8223419189453
2022-09-28,169.5436248779297
2022-09-29,163.6385498046875
2022-09-30,167.87884521484375
2022-10-03,169.749267578125
2022-10-04,178.523681640625
2022-10-05,176.25173950195312
2022-10-06,170.708984375
2022-10-07,165.3229217529297
2022-10-10,165.05848693847656
2022-10-11,160.42649841308594
2022-10-12,161.2882537841797
2022-10-13,161.5134735107422
2022-10-14,155.79443359375
2022-10-17,160.83775329589844
2022-10-18,162.5025634765625
2022-10-19,156.80311584472656
2022-10-20,147.12782287597656
2022-10-21,148.8708953857422
2022-10-24,153.74777221679688
2022-10-25,158.13491821289062
2022-10-26,161.572265625
2022-10-27,163.09996032714844
