Date,NXPI
2013-05-31,27.537368774414062
2013-06-03,27.21601676940918
2013-06-04,28.072935104370117
2013-06-05,27.287425994873047
2013-06-06,26.867897033691406
2013-06-07,27.305278778076172
2013-06-10,27.296354293823242
2013-06-11,26.537628173828125
2013-06-12,26.225208282470703
2013-06-13,27.05534553527832
2013-06-14,27.3142032623291
2013-06-17,27.86762809753418
2013-06-18,28.57280158996582
2013-06-19,28.242530822753906
2013-06-20,27.269577026367188
2013-06-21,27.581993103027344
2013-06-24,26.019908905029297
2013-06-25,26.689374923706055
2013-06-26,26.930381774902344
2013-06-27,27.77836799621582
2013-06-28,27.68910789489746
2013-07-01,27.831924438476562
2013-07-02,27.983673095703125
2013-07-03,28.242530822753906
2013-07-05,28.876293182373047
2013-07-08,28.019371032714844
2013-07-09,28.26931381225586
2013-07-10,28.251453399658203
2013-07-11,28.697771072387695
2013-07-12,29.036964416503906
2013-07-15,29.3315372467041
2013-07-16,29.733211517333984
2013-07-17,30.054550170898438
2013-07-18,29.53683853149414
2013-07-19,29.17978286743164
2013-07-22,29.420795440673828
2013-07-23,30.242006301879883
2013-07-24,29.9206600189209
2013-07-25,29.67965316772461
2013-07-26,29.697500228881836
2013-07-29,29.58145523071289
2013-07-30,29.572532653808594
2013-07-31,29.14407730102539
2013-08-01,31.089998245239258
2013-08-02,31.929054260253906
2013-08-05,31.937990188598633
2013-08-06,31.366710662841797
2013-08-07,31.482744216918945
2013-08-08,31.75946044921875
2013-08-09,31.40240478515625
2013-08-12,32.080810546875
2013-08-13,31.95583724975586
2013-08-14,32.14328384399414
2013-08-15,31.15247344970703
2013-08-16,31.634490966796875
2013-08-19,31.589860916137695
2013-08-20,31.714824676513672
2013-08-21,31.045358657836914
2013-08-22,32.19683837890625
2013-08-23,32.26826095581055
2013-08-26,32.40215301513672
2013-08-27,31.661272048950195
2013-08-28,33.2411994934082
2013-08-29,33.857120513916016
2013-08-30,33.1787223815918
2013-09-03,33.84819793701172
2013-09-04,34.624778747558594
2013-09-05,34.80331039428711
2013-09-06,33.99101638793945
2013-09-09,34.37483596801758
2013-09-10,34.9104118347168
2013-09-11,34.64262008666992
2013-09-12,33.93744659423828
2013-09-13,33.607181549072266
2013-09-16,33.68752670288086
2013-09-17,33.732154846191406
2013-09-18,33.63396072387695
2013-09-19,33.54470443725586
2013-09-20,33.99101638793945
2013-09-23,33.04482650756836
2013-09-24,33.42865753173828
2013-09-25,33.1608772277832
2013-09-26,33.294769287109375
2013-09-27,33.223365783691406
2013-09-30,33.214439392089844
2013-10-01,33.81248474121094
2013-10-02,33.75893020629883
2013-10-03,33.79463577270508
2013-10-04,34.51766586303711
2013-10-07,33.83033752441406
2013-10-08,32.6520881652832
2013-10-09,32.69671630859375
2013-10-10,33.32154083251953
2013-10-11,34.08027648925781
2013-10-14,34.13383865356445
2013-10-15,33.44650650024414
2013-10-16,33.874977111816406
2013-10-17,33.491146087646484
2013-10-18,33.83927536010742
2013-10-21,34.1784553527832
2013-10-22,33.28583908081055
2013-10-23,32.16114044189453
2013-10-24,35.3299446105957
2013-10-25,35.61558151245117
2013-10-28,36.615318298339844
2013-10-29,37.46331787109375
2013-10-30,36.856327056884766
2013-10-31,37.615047454833984
2013-11-01,37.65076446533203
2013-11-04,37.918548583984375
2013-11-05,37.88283920288086
2013-11-06,37.57042694091797
2013-11-07,36.347530364990234
2013-11-08,37.124107360839844
2013-11-11,36.900962829589844
2013-11-12,36.79384994506836
2013-11-13,37.20444869995117
2013-11-14,37.070560455322266
2013-11-15,37.472232818603516
2013-11-18,36.74922180175781
2013-11-19,35.990482330322266
2013-11-20,36.10652542114258
2013-11-21,36.59746551513672
2013-11-22,36.651023864746094
2013-11-25,36.10652542114258
2013-11-26,37.918548583984375
2013-11-27,37.490108489990234
2013-11-29,37.936405181884766
2013-12-02,38.18632507324219
2013-12-03,38.32023620605469
2013-12-04,38.784393310546875
2013-12-05,39.150367736816406
2013-12-06,39.480628967285156
2013-12-09,38.8736457824707
2013-12-10,37.936405181884766
2013-12-11,37.4365348815918
2013-12-12,37.65076446533203
2013-12-13,37.94532012939453
2013-12-16,38.23989486694336
2013-12-17,38.784393310546875
2013-12-18,38.84687423706055
2013-12-19,38.47195816040039
2013-12-20,38.84687423706055
