Date,TKO
2021-02-12,43.48432922363281
2021-02-16,43.56865310668945
2021-02-17,44.496246337890625
2021-02-18,44.29011535644531
2021-02-19,43.859127044677734
2021-02-22,44.72111129760742
2021-02-23,45.198978424072266
2021-02-24,46.66999435424805
2021-02-25,45.817359924316406
2021-02-26,46.28583908081055
2021-03-01,49.18104934692383
2021-03-02,49.56520462036133
2021-03-03,48.55328369140625
2021-03-04,49.26537322998047
2021-03-05,51.06433868408203
2021-03-08,53.1724967956543
2021-03-09,52.535369873046875
2021-03-10,53.61286544799805
2021-03-11,54.60605239868164
2021-03-12,53.71410369873047
2021-03-15,54.1459846496582
2021-03-16,54.19293212890625
2021-03-17,53.113216400146484
2021-03-18,52.54047775268555
2021-03-19,53.62959289550781
2021-03-22,54.21171569824219
2021-03-23,52.92542266845703
2021-03-24,53.131988525390625
2021-03-25,51.873870849609375
2021-03-26,51.63914489746094
2021-03-29,52.66254425048828
2021-03-30,52.53109359741211
2021-03-31,50.94436264038086
2021-04-01,52.193092346191406
2021-04-05,52.09920120239258
2021-04-06,52.62498092651367
2021-04-07,53.047489166259766
2021-04-08,52.66254425048828
2021-04-09,54.793827056884766
2021-04-12,53.329158782958984
2021-04-13,52.906654357910156
2021-04-14,52.79398727416992
2021-04-15,53.2728271484375
2021-04-16,52.91604232788086
2021-04-19,53.2728271484375
2021-04-20,53.12260437011719
2021-04-21,53.46059799194336
2021-04-22,52.78459548950195
2021-04-23,50.91619873046875
2021-04-26,52.221256256103516
2021-04-27,52.343326568603516
2021-04-28,52.15553283691406
2021-04-29,52.277591705322266
2021-04-30,51.742431640625
2021-05-03,52.474761962890625
2021-05-04,51.01947784423828
2021-05-05,50.897422790527344
2021-05-06,51.60158920288086
2021-05-07,51.51708984375
2021-05-10,51.25419616699219
2021-05-11,50.747196197509766
2021-05-12,49.58296585083008
2021-05-13,49.58296585083008
2021-05-14,50.40919876098633
2021-05-17,50.60637283325195
2021-05-18,49.73319625854492
2021-05-19,49.470314025878906
2021-05-20,51.29175567626953
2021-05-21,54.03331756591797
2021-05-24,54.3807258605957
2021-05-25,53.77982711791992
2021-05-26,53.404266357421875
2021-05-27,53.20709228515625
2021-05-28,52.42782211303711
2021-06-01,52.25881576538086
2021-06-02,52.58742904663086
2021-06-03,53.30098342895508
2021-06-04,53.35732650756836
2021-06-07,52.85032653808594
2021-06-08,54.5966682434082
2021-06-09,60.53987121582031
2021-06-10,60.91541290283203
2021-06-11,58.7277946472168
2021-06-14,59.67790222167969
2021-06-15,58.03167724609375
2021-06-16,56.187904357910156
2021-06-17,55.29423904418945
2021-06-18,54.40058898925781
2021-06-21,54.353546142578125
2021-06-22,55.651710510253906
2021-06-23,55.124916076660156
2021-06-24,55.30365753173828
2021-06-25,56.385459899902344
2021-06-28,55.51060485839844
2021-06-29,54.52287292480469
2021-06-30,54.4570198059082
2021-07-01,54.89915084838867
2021-07-02,54.33473205566406
2021-07-06,53.12124252319336
2021-07-07,52.96131896972656
2021-07-08,52.415714263916016
2021-07-09,52.99894332885742
2021-07-12,52.58503341674805
2021-07-13,52.331050872802734
2021-07-14,52.0488395690918
2021-07-15,48.4177360534668
2021-07-16,47.56170654296875
2021-07-19,46.1224365234375
2021-07-20,45.79319763183594
2021-07-21,46.649234771728516
2021-07-22,46.66804504394531
2021-07-23,46.11302947998047
2021-07-26,46.66804504394531
2021-07-27,46.28235626220703
2021-07-28,46.272953033447266
2021-07-29,45.24759292602539
2021-07-30,46.451683044433594
2021-08-02,46.235328674316406
2021-08-03,45.77437973022461
2021-08-04,45.708534240722656
2021-08-05,47.12899398803711
2021-08-06,47.34535217285156
2021-08-09,46.80914306640625
2021-08-10,47.26068878173828
2021-08-11,47.67459487915039
2021-08-12,47.477046966552734
2021-08-13,47.27949905395508
2021-08-16,46.84677505493164
