Date,SYK
2012-01-17,43.89519119262695
2012-01-18,44.03023147583008
2012-01-19,44.56195068359375
2012-01-20,44.8488883972168
2012-01-23,44.56195068359375
2012-01-24,44.68008804321289
2012-01-25,46.46933364868164
2012-01-26,46.30896759033203
2012-01-27,46.33428955078125
2012-01-30,46.435577392578125
2012-01-31,46.78160095214844
2012-02-01,46.6043701171875
2012-02-02,46.41869354248047
2012-02-03,46.93352508544922
2012-02-06,46.984153747558594
2012-02-07,46.57060623168945
2012-02-08,46.20769500732422
2012-02-09,45.540958404541016
2012-02-10,45.18648147583008
2012-02-13,45.464996337890625
2012-02-14,45.16959762573242
2012-02-15,45.22024154663086
2012-02-16,45.279319763183594
2012-02-17,45.237125396728516
2012-02-21,45.00925064086914
2012-02-22,45.102073669433594
2012-02-23,45.50719451904297
2012-02-24,46.23301315307617
2012-02-27,46.384925842285156
2012-02-28,46.047332763671875
2012-02-29,45.27088165283203
2012-03-01,44.8488883972168
2012-03-02,44.90797424316406
2012-03-05,44.56195068359375
2012-03-06,43.91207504272461
2012-03-07,43.92897033691406
2012-03-08,44.53662109375
2012-03-09,44.64634323120117
2012-03-12,44.2243537902832
2012-03-13,45.00925064086914
2012-03-14,45.76881790161133
2012-03-15,46.41869354248047
2012-03-16,46.33428955078125
2012-03-19,46.376495361328125
2012-03-20,46.26676940917969
2012-03-21,46.29209518432617
2012-03-22,45.760379791259766
2012-03-23,45.94606018066406
2012-03-26,46.84912872314453
2012-03-27,46.705631256103516
2012-03-28,46.64041519165039
2012-03-29,46.66582489013672
2012-03-30,47.00469970703125
2012-04-02,47.064029693603516
2012-04-03,47.08943557739258
2012-04-04,46.403167724609375
2012-04-05,46.62345886230469
2012-04-09,45.87789535522461
2012-04-10,44.99674987792969
2012-04-11,45.60676574707031
2012-04-12,46.47942352294922
2012-04-13,45.71691131591797
2012-04-16,45.95413589477539
2012-04-17,46.50484848022461
2012-04-18,46.987762451171875
2012-04-19,46.05580520629883
2012-04-20,45.69150161743164
2012-04-23,44.649410247802734
2012-04-24,45.039119720458984
2012-04-25,45.479671478271484
2012-04-26,45.8016471862793
2012-04-27,46.225242614746094
2012-04-30,46.23373031616211
