Date,BEN
2012-05-04,23.15787124633789
2012-05-07,22.880138397216797
2012-05-08,22.738330841064453
2012-05-09,22.610292434692383
2012-05-10,22.651649475097656
2012-05-11,22.549238204956055
2012-05-14,22.413326263427734
2012-05-15,22.255746841430664
2012-05-16,21.881498336791992
2012-05-17,21.331953048706055
2012-05-18,21.166492462158203
2012-05-21,21.473779678344727
2012-05-22,21.249223709106445
2012-05-23,21.142860412597656
2012-05-24,21.272859573364258
2012-05-25,21.034528732299805
2012-05-29,21.402864456176758
2012-05-30,21.016803741455078
2012-05-31,21.034528732299805
2012-06-01,20.100893020629883
2012-06-04,20.23482322692871
2012-06-05,20.55194664001465
2012-06-06,21.077856063842773
2012-06-07,21.30043601989746
2012-06-08,21.29255485534668
2012-06-11,20.762699127197266
2012-06-12,20.926189422607422
2012-06-13,20.62482452392578
2012-06-14,20.808000564575195
2012-06-15,21.50528335571289
2012-06-18,21.117252349853516
2012-06-19,21.51316261291504
2012-06-20,21.2846736907959
2012-06-21,20.528308868408203
2012-06-22,20.56967544555664
2012-06-25,20.2978572845459
2012-06-26,20.392396926879883
2012-06-27,20.803176879882812
2012-06-28,20.907840728759766
2012-06-29,21.918964385986328
2012-07-02,22.10065269470215
2012-07-03,22.497591018676758
2012-07-05,22.329736709594727
2012-07-06,22.02560806274414
2012-07-09,21.849843978881836
2012-07-10,21.654335021972656
2012-07-11,21.64248275756836
2012-07-12,21.522022247314453
2012-07-13,22.489702224731445
2012-07-16,22.207294464111328
2012-07-17,22.351465225219727
2012-07-18,22.377134323120117
2012-07-19,22.394912719726562
2012-07-20,21.792577743530273
2012-07-23,21.4844970703125
2012-07-24,21.204065322875977
2012-07-25,21.089527130126953
2012-07-26,21.391677856445312
2012-07-27,22.15989112854004
2012-07-30,22.787918090820312
2012-07-31,22.701011657714844
2012-08-01,22.337636947631836
2012-08-02,21.916996002197266
2012-08-03,22.414657592773438
2012-08-06,22.51932144165039
2012-08-07,23.13152313232422
2012-08-08,23.009092330932617
2012-08-09,22.94391441345215
2012-08-10,22.953798294067383
2012-08-13,22.853069305419922
2012-08-14,22.98933982849121
2012-08-15,23.30136489868164
2012-08-16,23.65289306640625
2012-08-17,23.684492111206055
2012-08-20,23.445537567138672
2012-08-21,23.27570152282715
2012-08-22,23.38431167602539
2012-08-23,23.313217163085938
2012-08-24,23.520578384399414
2012-08-27,23.29939842224121
2012-08-28,23.33493995666504
2012-08-29,23.3151912689209
2012-08-30,23.080183029174805
2012-08-31,23.184843063354492
2012-09-04,23.22237777709961
2012-09-05,23.111772537231445
2012-09-06,23.810880661010742
2012-09-07,23.966896057128906
2012-09-10,23.964923858642578
2012-09-11,24.0695858001709
2012-09-12,24.42506980895996
2012-09-13,24.95827293395996
2012-09-14,25.2781982421875
2012-09-17,24.981977462768555
2012-09-18,24.75092124938965
2012-09-19,24.922725677490234
2012-09-20,24.754867553710938
2012-09-21,24.709442138671875
2012-09-24,24.756845474243164
2012-09-25,24.561328887939453
2012-09-26,24.399038314819336
2012-09-27,24.707788467407227
2012-09-28,24.7533016204834
2012-10-01,24.907686233520508
2012-10-02,24.94131851196289
2012-10-03,25.01851463317871
2012-10-04,25.584550857543945
2012-10-05,25.594449996948242
2012-10-08,25.55683708190918
2012-10-09,25.447986602783203
2012-10-10,25.198612213134766
2012-10-11,25.388622283935547
2012-10-12,25.194665908813477
2012-10-15,25.48954963684082
2012-10-16,25.996217727661133
2012-10-17,26.39006805419922
2012-10-18,26.36037826538086
2012-10-19,25.833927154541016
2012-10-22,25.948719024658203
2012-10-23,25.358919143676758
2012-10-24,25.414337158203125
2012-10-25,25.002676010131836
2012-10-26,25.33319091796875
2012-10-31,25.293617248535156
2012-11-01,26.231735229492188
2012-11-02,26.114961624145508
2012-11-05,25.936847686767578
2012-11-06,26.158512115478516
2012-11-07,25.586532592773438
2012-11-08,25.35299301147461
2012-11-09,25.51131820678711
2012-11-12,25.628093719482422
2012-11-13,25.701318740844727
2012-11-14,25.22433853149414
2012-11-15,25.275806427001953
2012-11-16,25.356948852539062
2012-11-19,25.84381866455078
