Date,CI
2015-03-30,119.41435241699219
2015-03-31,118.93653106689453
2015-04-01,119.79104614257812
2015-04-02,119.88296508789062
2015-04-06,121.11421966552734
2015-04-07,119.34085845947266
2015-04-08,120.82022094726562
2015-04-09,121.45418548583984
2015-04-10,122.49252319335938
2015-04-13,122.02388763427734
2015-04-14,122.11573791503906
2015-04-15,119.65324401855469
2015-04-16,122.02388763427734
2015-04-17,120.48939514160156
2015-04-20,119.69917297363281
2015-04-21,120.09427642822266
2015-04-22,119.68080139160156
2015-04-23,119.97484588623047
2015-04-24,120.05754852294922
2015-04-27,119.68080139160156
2015-04-28,121.0223388671875
2015-04-29,116.40050506591797
2015-04-30,114.5260238647461
2015-05-01,115.30703735351562
2015-05-04,116.4464340209961
2015-05-05,115.08654022216797
2015-05-06,115.12329864501953
2015-05-07,116.22591400146484
2015-05-08,118.06362915039062
2015-05-11,117.88904571533203
2015-05-12,121.16018676757812
2015-05-13,121.00393676757812
2015-05-14,121.15099334716797
2015-05-15,121.34394073486328
2015-05-18,122.45577239990234
2015-05-19,122.92438507080078
2015-05-20,122.8141098022461
2015-05-21,122.16169738769531
2015-05-22,124.83558654785156
2015-05-26,123.04383087158203
2015-05-27,123.99024200439453
2015-05-28,124.84476470947266
2015-05-29,129.40231323242188
2015-06-01,132.1864013671875
2015-06-02,130.0271453857422
2015-06-03,128.7774658203125
2015-06-04,126.51708984375
2015-06-05,128.1802520751953
2015-06-08,127.5094223022461
2015-06-09,127.26134490966797
2015-06-10,128.49261474609375
2015-06-11,127.90453338623047
2015-06-12,126.16787719726562
2015-06-15,140.97984313964844
2015-06-16,141.47604370117188
2015-06-17,142.79000854492188
2015-06-18,143.7180633544922
2015-06-19,142.66134643554688
2015-06-22,149.40576171875
2015-06-23,151.38131713867188
2015-06-24,152.30015563964844
2015-06-25,155.99395751953125
2015-06-26,154.4226837158203
2015-06-29,151.30775451660156
2015-06-30,148.8544464111328
2015-07-01,148.89120483398438
2015-07-02,148.20205688476562
2015-07-06,147.0718536376953
2015-07-07,141.898681640625
2015-07-08,138.2324676513672
2015-07-09,143.85585021972656
2015-07-10,144.45315551757812
2015-07-13,142.4683837890625
2015-07-14,143.29537963867188
2015-07-15,143.40562438964844
2015-07-16,141.77008056640625
2015-07-17,140.96151733398438
2015-07-20,140.5203857421875
2015-07-21,139.01351928710938
2015-07-22,138.81138610839844
2015-07-23,141.8343963623047
2015-07-24,133.8955078125
2015-07-27,134.06089782714844
2015-07-28,134.03334045410156
2015-07-29,133.6106414794922
2015-07-30,132.22317504882812
