Date,RMD
2016-01-13,47.33266830444336
2016-01-14,48.26826095581055
2016-01-15,47.484134674072266
2016-01-19,47.8138313293457
2016-01-20,47.90292739868164
2016-01-21,48.15241622924805
2016-01-22,51.29783248901367
2016-01-25,52.269081115722656
2016-01-26,52.589866638183594
2016-01-27,51.29783248901367
2016-01-28,50.121646881103516
2016-01-29,50.522613525390625
2016-02-01,50.994869232177734
2016-02-02,50.83449172973633
2016-02-03,51.3067512512207
2016-02-04,51.520591735839844
2016-02-05,51.1641845703125
2016-02-08,50.82558059692383
2016-02-09,51.21971130371094
2016-02-10,51.721351623535156
2016-02-11,51.16596984863281
2016-02-12,51.846744537353516
2016-02-16,52.876861572265625
2016-02-17,53.07394790649414
2016-02-18,53.02916717529297
2016-02-19,52.76042175292969
2016-02-22,53.08290481567383
2016-02-23,51.945289611816406
2016-02-24,51.766136169433594
2016-02-25,51.416778564453125
2016-02-26,51.721351623535156
2016-02-29,50.97785568237305
2016-03-01,51.35408401489258
2016-03-02,51.282405853271484
2016-03-03,51.44365310668945
2016-03-04,51.81987762451172
2016-03-07,52.04381561279297
2016-03-08,51.90947341918945
2016-03-09,51.945289611816406
2016-03-10,52.67084884643555
2016-03-11,54.0682373046875
2016-03-14,52.930625915527344
2016-03-15,52.65293502807617
2016-03-16,51.327205657958984
2016-03-17,50.1627197265625
2016-03-18,50.4672737121582
2016-03-21,50.332908630371094
2016-03-22,50.494144439697266
2016-03-23,50.47623825073242
2016-03-24,49.687965393066406
2016-03-28,50.13583755493164
2016-03-29,50.39560317993164
2016-03-30,50.95993423461914
2016-03-31,51.793006896972656
2016-04-01,52.841041564941406
2016-04-04,52.65293502807617
2016-04-05,52.115482330322266
2016-04-06,53.315799713134766
2016-04-07,52.8499870300293
2016-04-08,52.473785400390625
2016-04-11,52.599185943603516
2016-04-12,53.217262268066406
2016-04-13,53.91596221923828
2016-04-14,53.26205825805664
2016-04-15,53.52183532714844
2016-04-18,53.65619659423828
2016-04-19,53.450164794921875
2016-04-20,53.7636833190918
2016-04-21,54.139892578125
2016-04-22,54.390724182128906
2016-04-25,54.78484344482422
2016-04-26,54.59674072265625
2016-04-27,50.74496841430664
2016-04-28,50.61060333251953
2016-04-29,49.983558654785156
2016-05-02,50.27916717529297
2016-05-03,49.84022903442383
2016-05-04,50.189579010009766
2016-05-05,50.52998352050781
2016-05-06,50.59267807006836
2016-05-09,50.9151496887207
2016-05-10,51.5511474609375
2016-05-11,51.5511474609375
2016-05-12,51.78404998779297
2016-05-13,51.45260238647461
2016-05-16,52.03485870361328
2016-05-17,51.53063201904297
2016-05-18,51.233497619628906
2016-05-19,51.179473876953125
2016-05-20,51.88179397583008
2016-05-23,51.70170211791992
2016-05-24,52.341007232666016
2016-05-25,51.971839904785156
2016-05-26,52.42204666137695
2016-05-27,52.62012481689453
2016-05-31,53.178382873535156
2016-06-01,53.27743148803711
2016-06-02,53.61956787109375
2016-06-03,53.61058807373047
2016-06-06,53.898719787597656
2016-06-07,53.91672897338867
2016-06-08,54.23186492919922
2016-06-09,54.4749755859375
2016-06-10,53.84468460083008
2016-06-13,53.322452545166016
2016-06-14,53.6465950012207
2016-06-15,53.10634231567383
2016-06-16,52.890254974365234
2016-06-17,52.54808807373047
2016-06-20,53.88969421386719
2016-06-21,55.62749481201172
2016-06-22,56.122737884521484
2016-06-23,57.698455810546875
2016-06-24,54.49297332763672
2016-06-27,53.322452545166016
2016-06-28,54.33090591430664
2016-06-29,55.85260009765625
2016-06-30,56.93309783935547
2016-07-01,57.20322799682617
2016-07-05,57.26625442504883
2016-07-06,57.5453987121582
2016-07-07,57.04115676879883
2016-07-08,58.085636138916016
2016-07-11,57.8785400390625
2016-07-12,57.644432067871094
2016-07-13,58.01360321044922
2016-07-14,58.616886138916016
2016-07-15,58.34675598144531
2016-07-18,59.31918716430664
2016-07-19,58.98603439331055
2016-07-20,59.544288635253906
2016-07-21,59.32819747924805
2016-07-22,59.364219665527344
2016-07-25,58.98603439331055
2016-07-26,59.382232666015625
2016-07-27,58.64388656616211
2016-07-28,59.1571044921875
2016-07-29,62.02043151855469
2016-08-01,62.89383316040039
2016-08-02,62.47063446044922
2016-08-03,61.94839096069336
2016-08-04,62.218528747558594
2016-08-05,62.89383316040039
2016-08-08,63.542137145996094
2016-08-09,63.63219451904297
2016-08-10,63.18197250366211
2016-08-11,63.48811721801758
2016-08-12,63.40707015991211
2016-08-15,63.569156646728516
2016-08-16,62.50165557861328
2016-08-17,61.949851989746094
2016-08-18,62.935916900634766
2016-08-19,63.388221740722656
2016-08-22,63.12584686279297
2016-08-23,60.90045928955078
2016-08-24,61.51560974121094
2016-08-25,61.91365432739258
2016-08-26,62.44737243652344
2016-08-29,61.42514419555664
2016-08-30,60.809993743896484
2016-08-31,60.330543518066406
2016-09-01,60.71953201293945
2016-09-02,60.66523361206055
2016-09-06,61.0361442565918
2016-09-07,61.15373992919922
2016-09-08,60.66523361206055
2016-09-09,59.20877456665039
2016-09-12,59.38064193725586
2016-09-13,58.548397064208984
2016-09-14,58.6840705871582
2016-09-15,58.765506744384766
2016-09-16,58.31317138671875
2016-09-19,57.65279769897461
2016-09-20,57.39949035644531
2016-09-21,57.716121673583984
2016-09-22,57.87894821166992
2016-09-23,57.218563079833984
2016-09-26,57.52613830566406
2016-09-27,58.349369049072266
2016-09-28,58.56648254394531
2016-09-29,58.08702850341797
2016-09-30,58.61171340942383
2016-10-03,58.19558334350586
2016-10-04,58.0056037902832
2016-10-05,57.81562805175781
2016-10-06,58.349369049072266
2016-10-07,57.83372116088867
2016-10-10,58.94643020629883
2016-10-11,57.96942138671875
2016-10-12,57.951324462890625
2016-10-13,57.76134490966797
2016-10-14,58.48506546020508
