Date,APH
2014-11-21,11.722955703735352
2014-11-24,11.813050270080566
2014-11-25,11.849082946777344
2014-11-26,11.932412147521973
2014-11-28,12.078812599182129
2014-12-01,11.923407554626465
2014-12-02,11.981966018676758
2014-12-03,12.123061180114746
2014-12-04,12.120803833007812
2014-12-05,12.127578735351562
2014-12-08,12.10048770904541
2014-12-09,12.16369915008545
2014-12-10,12.150154113769531
2014-12-11,12.141122817993164
2014-12-12,11.813776969909668
2014-12-15,11.716704368591309
2014-12-16,11.655750274658203
2014-12-17,11.88376522064209
2014-12-18,12.27883243560791
2014-12-19,12.421061515808105
2014-12-22,12.468469619750977
2014-12-23,12.518134117126465
2014-12-24,12.475240707397461
2014-12-26,12.46621036529541
2014-12-29,12.412030220031738
2014-12-30,12.299152374267578
2014-12-31,12.147894859313965
2015-01-02,12.109516143798828
2015-01-05,11.888275146484375
2015-01-06,11.737020492553711
2015-01-07,11.937947273254395
2015-01-08,12.170470237731934
2015-01-09,12.10048770904541
2015-01-12,11.953742980957031
2015-01-13,11.926657676696777
2015-01-14,11.840869903564453
2015-01-15,11.723474502563477
2015-01-16,11.834094047546387
2015-01-20,11.818294525146484
2015-01-21,12.174986839294434
2015-01-22,12.362364768981934
2015-01-23,12.396225929260254
2015-01-26,12.369138717651367
2015-01-27,12.263031959533691
2015-01-28,12.184017181396484
2015-01-29,12.407513618469238
2015-01-30,12.125321388244629
2015-02-02,12.24497127532959
2015-02-03,12.321731567382812
2015-02-04,12.31947135925293
2015-02-05,12.47072696685791
2015-02-06,12.427831649780273
2015-02-09,12.371392250061035
2015-02-10,12.583603858947754
2015-02-11,12.54071044921875
2015-02-12,12.642298698425293
2015-02-13,12.730344772338867
2015-02-17,12.642298698425293
2015-02-18,12.698741912841797
2015-02-19,12.69196605682373
2015-02-20,12.849995613098145
2015-02-23,12.804844856262207
2015-02-24,12.82741928100586
2015-02-25,12.834192276000977
2015-02-26,12.822904586791992
2015-02-27,12.746146202087402
2015-03-02,12.917724609375
2015-03-03,12.94029712677002
2015-03-04,13.147994995117188
2015-03-05,13.256356239318848
2015-03-06,13.041886329650879
2015-03-09,13.05659294128418
2015-03-10,12.954782485961914
2015-03-11,12.961568832397461
2015-03-12,13.18781852722168
2015-03-13,13.110895156860352
2015-03-16,13.418585777282715
2015-03-17,13.34844970703125
2015-03-18,13.619943618774414
2015-03-19,13.567906379699707
2015-03-20,13.586007118225098
2015-03-23,13.51587200164795
2015-03-24,13.36880874633789
2015-03-25,13.03396987915039
2015-03-26,13.00908374786377
2015-03-27,13.040756225585938
2015-03-30,13.29641342163086
2015-03-31,13.332612991333008
2015-04-01,13.185553550720215
2015-04-02,13.303199768066406
2015-04-06,13.34166145324707
2015-04-07,13.312251091003418
2015-04-08,13.39596176147461
2015-04-09,13.416322708129883
2015-04-10,13.470623970031738
2015-04-13,13.350712776184082
2015-04-14,13.332612991333008
2015-04-15,13.398223876953125
2015-04-16,13.294150352478027
2015-04-17,13.113153457641602
2015-04-20,13.221753120422363
2015-04-21,13.158404350280762
2015-04-22,12.852973937988281
2015-04-23,12.828083038330078
