Date,EBAY
2020-08-26,53.54547882080078
2020-08-27,51.47056579589844
2020-08-28,49.60588836669922
2020-08-31,50.220115661621094
2020-09-01,49.18417739868164
2020-09-02,50.50431442260742
2020-09-03,48.73497009277344
2020-09-04,48.16657638549805
2020-09-08,47.24064254760742
2020-09-09,48.99166488647461
2020-09-10,47.964881896972656
2020-09-11,48.3774299621582
2020-09-14,47.94654846191406
2020-09-15,47.4698371887207
2020-09-16,46.22304153442383
2020-09-17,44.591217041015625
2020-09-18,44.56371307373047
2020-09-21,45.96635437011719
2020-09-22,46.68141555786133
2020-09-23,46.46139907836914
2020-09-24,47.4698371887207
2020-09-25,48.111568450927734
2020-09-28,49.541717529296875
2020-09-29,48.26741027832031
2020-09-30,47.7631950378418
2020-10-01,48.019893646240234
2020-10-02,47.3781623840332
2020-10-05,47.460670471191406
2020-10-06,45.526302337646484
2020-10-07,46.699764251708984
2020-10-08,47.74486541748047
2020-10-09,50.83434295654297
2020-10-12,50.77017593383789
2020-10-13,52.79621887207031
2020-10-14,51.76027297973633
2020-10-15,50.78851318359375
2020-10-16,51.18272018432617
2020-10-19,49.79840850830078
2020-10-20,49.68840026855469
2020-10-21,48.42326354980469
2020-10-22,47.93738555908203
2020-10-23,49.312522888183594
2020-10-26,48.89997482299805
2020-10-27,49.092506408691406
2020-10-28,48.81747817993164
2020-10-29,45.177940368652344
2020-10-30,43.665279388427734
2020-11-02,43.88530349731445
2020-11-03,44.847900390625
2020-11-04,43.83946228027344
2020-11-05,45.297115325927734
2020-11-06,46.47056579589844
2020-11-09,44.297847747802734
2020-11-10,42.666011810302734
2020-11-11,43.73862838745117
2020-11-12,42.711849212646484
2020-11-13,44.618709564208984
2020-11-16,44.50870132446289
2020-11-17,44.30701446533203
2020-11-18,44.49036407470703
2020-11-19,45.636314392089844
2020-11-20,44.91208267211914
2020-11-23,45.746334075927734
2020-11-24,46.32387924194336
2020-11-25,46.25054168701172
2020-11-27,47.066463470458984
2020-11-30,46.376739501953125
2020-12-01,46.459510803222656
2020-12-02,47.22280502319336
2020-12-03,46.24800109863281
2020-12-04,46.87333679199219
2020-12-07,46.00889205932617
2020-12-08,45.88014602661133
2020-12-09,45.521484375
2020-12-10,45.61344528198242
2020-12-11,45.18122863769531
2020-12-14,45.58586502075195
2020-12-15,47.89412307739258
2020-12-16,49.33794021606445
2020-12-17,48.78615951538086
2020-12-18,48.79535675048828
2020-12-21,47.42512130737305
2020-12-22,47.47109603881836
2020-12-23,47.02048873901367
2020-12-24,46.0916633605957
2020-12-28,46.20201110839844
2020-12-29,46.772186279296875
2020-12-30,46.487098693847656
2020-12-31,46.211212158203125
2021-01-04,47.36073684692383
2021-01-05,47.84815216064453
2021-01-06,48.9425048828125
2021-01-07,48.79535675048828
2021-01-08,50.10123062133789
2021-01-11,49.595436096191406
2021-01-12,51.535850524902344
2021-01-13,51.232364654541016
2021-01-14,50.82773208618164
2021-01-15,50.96568298339844
2021-01-19,52.400291442871094
2021-01-20,51.655399322509766
2021-01-21,51.866912841796875
2021-01-22,51.922080993652344
2021-01-25,52.64859390258789
2021-01-26,54.414276123046875
2021-01-27,53.66017150878906
2021-01-28,51.9036979675293
2021-01-29,51.96806335449219
2021-02-01,53.770545959472656
2021-02-02,52.722171783447266
2021-02-03,53.375099182128906
